,text,start,end
289,ก็จะมี service ใหม่ๆ ต่างๆ นะครับ,921.59,923.98
290,ตรงเต๋อไม่ว่าจะเช็คอัพ ธรรมะ สินเตอร์ สูตรล้างไต,924.61,928.5
291,สิ่งที่นำมารับภูมิแท้แล้วก็ในแง่ของเอฟเฟกติกเรื่องความงาม,928.83,932.78
292,ทั้งฝั่งศูนย์ ศูนย์สุขภาพ การได้ยิน นะ,934.71,937.4
293,ครับ Beauty Center นะครับ ตามสไลด์เลยครับ,937.4,940.09
294,แล้วก็,941.56,943.24
295,ปีที่แล้วนะครับ เราอยากจะรู้ว่าเราก็ได้ SET,943.59,946.762
296, AWARDS อะไรอย่างเงี้ยของอินโดรเวทีป เป็นบริษัทที่,946.762,950.16
297,เรามีนวัตกรรมในใหม่ โดยเฉพาะเรื่องของ,950.57,952.865
298,โปรไฟฟิกเราก็ยังเป็นผู้นำอยู่,952.865,955.16
299,ก็อย่างที่เรียนได้ตั้งแต่เมื่อวันที่แล้ว ปัจจุบัน,957.5,960.505
300,แล้วก็ทาง KCI ก็เป็นที่ปรึกษาในการนำบริษัท,960.505,963.51
301,หลักธรรมดา,963.82,964.33
302,หรือแบบแค่เนี่ยเฝ้าตลาดนะครับ,964.59,966.96
303,แล้วก็เราก็ตั้งบริษัทไอ้ว่าสิริพัทธ์,967.78,970.753
304,ในการที่จะลงบัตรนครพัดเข้าตลาด,970.753,973.23
305,ทีนี้เป้าหมายของบริษัทก็ยังเหมือนเดิมนะ,975.25,978.02
306,ครับ อันนี้ก็อาจจะยังไม่อัปเดตเพราะว่า,978.02,980.79
307,เรากำลังเริ่มทำแผน 25 ปีข้าง,981.17,984.025
308,หน้านะครับ คือ 2024 หรือ 2022 นะครับ,984.025,986.88
309,เราก็จะมีการรีวิวว่าไป rv now นะครับว่า,987.29,990.26
310,ว่ามันมีสิ่งแวดล้อมในห้าปีข้างหน้า,990.67,992.695
311,จะมีการเปลี่ยนแปลงอะไรบ้างหมดเนอะ,992.695,994.72
312,แล้วก็,995.0899375,995.91
2, click,996.49,997.62
313,ตอนนี้เรายังไปตามแผนมีเรื่องอะไรใหม่ๆ,998.46,1002.115
314, เราอาจจะต้องปรับแผนหรือมีแผนเดิมที่บางอย่าง,1002.115,1005.77
315,ไม่เวิร์คเราอาจจะต้องเอาออกไปนะครับหรือว่ามีอะไรใหม่,1006.28,1009.565
316,ใหม่ครับเพราะว่าอย่างที่ท่านทราบว่าโลกมันเปลี่ยนแปลงค่อนข้างเร็วเลย,1009.565,1012.85
317,วันนี้เราก็เจอกันรีวิวสิทธิ์แผนนะครับ เราก็เพิ่งประชุม,1013.61,1017.055
318,ความเป็นความเป็นความรับผิดชอบกันไปเมื่อสัปดาห์ที่แล้วนะครับ,1017.055,1020.5
319,เป็นการที่จะเรียกว่า รบกวนแผน 2024 ถึง 2028 นะครับ,1020.97,1024.9100625
320,ปีข้างหน้านะครับ,1025.4599375,1027.12
321,จริงๆ แล้วทางเนื่องจากผู้ถือหุ้นเรา,1027.4,1030.4300625
322,อีกสงบกลุ่มหนึ่งก็คือทางบรรพบทภายใต้บริษัทยุโนเวกเอเชียเนี่ย,1031.6999375,1035.6800625
323,ก็ได้มีการรีเควสกับทางอินเดีย ฟามาสต์,1036.63,1039.8870000000002
324,เหมือนกันว่าอยากได้เป็นแผ่ 15 ปี,1039.8870000000002,1042.3300000000002
325,ซึ่งเราก็ได้มีการทำแผนเป็นสองพัน,1043.1,1045.89
326,ยี่สิบสี่ถึงสองพันสามสิบแปดเลยครับ,1045.89,1048.6799999999998
327,เพราะ 15 ปีข้างหน้าเนี่ยเราจะมีพัฒนาการ,1049.41,1052.008
328,ในเรื่องอะไรต่างๆ นะครับ,1052.008,1053.74
329,ซึ่งก็ถูกต้องนะครับเพราะว่าไม่ว่าจะเป็นธุรกิจน้ำมัน,1054.11,1056.99
330,หรือธุรกิจยา มันเป็นธุรกิจที่ค่อนข้างระยะยาว,1056.99,1059.51
331,ใช้เวลาสม่ำเสมอ,1060.05,1061.61
332,ในการจะขึ้นทะเบียนในการจะเทคโนโลยีทาง,1062.11,1065.253
333,เฟิร์นในการที่จะพัฒนาในวัตกรรมสมมติเป็นเป้าหมาย,1065.253,1068.62
334,ผมไปสัตว์ในระยะยาว,1069.07,1070.77
335,อันนี้ก็เป็นคร่าว ๆ นะครับ,1073.19,1075.62
336,ตอนนี้สำหรับปัจจุบันตอนนี้ไตรมาส,1076.01,1078.76
337, 3 เรายังไม่ได้ปิดนะครับ งั้นข้อมูล,1078.76,1081.51
338,ขณะการล่าสุดก็ยังเป็นไตรมาส 2 ครับ,1081.51,1084.26
339,คิดว่าหลายน่ะก็คือหลายท่านคงทราบดีนะครับจากที่เรา,1084.59,1087.78
340,กดแจ้งตลาดไปแล้วนะครับ,1088.24,1089.7
341,ก็จะไปเร็วๆ นะครับ,1090.38,1091.88
342,ก็ก่อนจะพูดก็อยากจะพูดถึงว่า,1092.48,1095.6
343,คือจริงๆแล้วไตรมาสหนึ่งเนี่ยจะอยู่ประมาณ 400 กว่าร้อย,1096.05,1099.55
344,แล้วก็กำไรประมาณ 40 บาท แต่ก็ยอมรับนะครับว่า,1099.55,1103.05
345,แผ่พรปีนี้นะครับอย่างที่ได้เรียนไปนะครับ,1103.34,1106.38
346,ว่าเอ่อ ตั้งแต่ไตรมาสสองสามสี่เนี่ยเราจะเริ่มมีจาน,1106.89,1110.87
3, Oh,1111.19,1111.46
347,เอากำไรเนี่ย,1111.97,1112.93
348,ได้เนี่ย ไปใช้ในการสร้างแบรนด์ใดๆ เนี่ยครับ,1113.2,1116.29
349,ก็คืออย่างเช่นเวลาพลาดนะครับ,1116.83,1119.63
350,ยักษ์สีฟันอยู่นะครับ,1120.13,1122.14
351,แล้วก็โปลแบ็กซ์นะครับ ซึ่งปัจจุบันภายใต้สมาชิก,1122.74,1126.304
352,ของโปลแบ็กซ์เนี่ยก็มีเทรดฟันค่อนข้างหลากหลายนะครับ,1126.304,1129.63
353,ฉะนั้นเนี่ยเราก็ยอมรับอย่างหนึ่งว่าเราจำเป็น,1130.43,1132.973
354,ที่จะต้องเอากำไรเนี่ยไปสร้างแบรนด์นะครับ,1132.973,1135.32
355,ซึ่งเรามองว่าการสร้างแบรนด์ก็เหมือนการสร้าง Intentional,1135.86,1139.01
356, Asset ในเชิงของบัญชีและการเงิน,1139.01,1141.11
357,มันจะตีว่าเป็นค่าใช้จ่ายนะครับ,1141.64,1143.54
358,เราก็คิดว่ามันก็จำเป็นเลยครับเพราะว่าเรา,1145.3,1148.43
359,มีแผนที่เราจะเติบโตในระยะกลางจะยาวเลยครับ,1148.8,1151.78
360,เพราะฉะนั้นเนี่ยเราก็คิดว่าเราไม่สามารถ,1152.34,1155.091
361,จะเอากำไรเพื่อโชว์นะครับ กำไรดีแต่ว่า,1155.091,1158.071
362,ระยะสั้นดีแต่ระยะกลางระยาวอาจจะไม่,1158.071,1161.051
363,ไม่ดีเท่าไหร่นะครับ,1161.56,1162.63
364,เราก็ยังอยู่ในช่วงที่จะเป็นการลงทุนนะครับใน,1162.89,1166.2140000000002
365,ในเรื่องต่างต่างไม่ว่าจะการปรับปรุงโรงงานเป็น EU Standard,1166.2140000000002,1169.7600000000002
366,การขยายสาขาของร้านแหล่งกรมภาษีการปรับปรุง โรง,1170.45,1174.085
367,พยาบาลให้เป็นรัฐธรรมศาสตร์กล เพื่อรองรับระยะยาว,1174.085,1177.72
368,การที่จะสร้างแบรนด์ผลิตภัณฑ์ใหม่,1178.43,1180.891
369,ใหม่ให้พวกเรารู้นะครับมากขึ้น,1180.891,1183.66
370,ครับ,1184.49,1184.92
371,เพราะฉะนั้นอย่างกรณีไตรมาส 2 เนี่ย ทางจริงๆ แล้ว,1185.49,1188.92
372,ถ้าเราเอาใช้จ่ายในโฆษณา,1189.26,1192.23
373,กลับเข้าไปหรือถือเงา รายได้,1192.23,1195.2
374,โดยเฉพาะคำแบกเนี่ย น่าจะไม่ได้แตกต่างจากปลายม่านหนึ่ง,1195.74,1198.6
375,พอเรามีการเอาเงินกำไรเป็น,1199.3,1201.34
376,ส่วนไปดีโฆษณาก็จะทำให้,1201.34,1203.38
377,เท่าไรมันต้องลงไปนะครับตามชัย,1203.67,1205.68
378,แสดงโฆษณาที่เราเอาไปใช้นะครับ,1205.68,1207.69
379,แล้วก็ส่วนไตรมาส 2 เราจะเห็นว่า Revenue เนี่ยต่ำ,1208.46,1211.905
380,กว่าไตรมาส 1 เพราะนอกจากว่าไตรมาส 1 เนี่ยจะมี,1211.905,1215.35
381,ยอดของการจ้างผลิตของเทวา รวมทั้งยอดการจ้างผลิตของ,1215.35,1219.041
382,บริษัทกิโลบิคซึ่งเป็นบริษัทรูปของ ปตท. เนี่ย,1219.37,1222.11
383,เข้ามานะครับในแต่ละวัน,1222.54,1224.19
384,แต่การซัมผลิตด้วยพื้นฐานนอกจากซัมผลิตเนี่ย,1224.68,1227.65
385,สำหรับการใช้อย่างน้อย 3 เดือน 1 6 เดือนนะครับ,1228.08,1231.71
386,มันก็ไม่ทำให้ไตรมาส 2 เนี่ยไม่มียอดการ,1232.07,1234.3
387,จ้างผลิตนะครับ เป็นแง่ของ,1234.68,1236.04
388,ออฟไลน์หรือรายได้เนี่ยก็เลย,1236.36,1238.33
389,หายไปจากการที่ไม่มียอดการจ้างผลิตใน,1238.63,1241.4910000000002
390,ไตรมาส 2 ครับซึ่งมีวันหยุดค่อนข้างเยอะนะครับ,1241.4910000000002,1244.59
391,เงินปีใหม่ไทยเนี่ยก็ก็เป็นเหตุผลในการที่เขาจะต้อง,1244.87,1248.26
392,เจ้าผู้หญิงให้มาจำนวนปริมาณมากนะครับ,1248.71,1251.43
393,ไตรมาสสองก็เลยไม่มีนะแต่ไตรมาสสาม ไตรมาสสี่เนี่ยก็จะมี,1251.72,1255.635
394,ยอดจ้างผลิตกลับเข้ามานะครับ โดยเฉพาะจากเครือวาลนะครับไปจากอิตาลเอง,1255.635,1259.55
395,ที่ที่สร้างโรงพยาบาลตาย,1260.1,1262.71
396,ครับ,1263.76,1264.13
397,ก็,1265.3,1266.16
398,เป็นไง ของสัดส่วน,1266.68,1269.63
399,นะครับก็,1270.53,1271.84
400,ปัจจุบันเนี่ย,1272.16,1273.23
401,นะครับก็,1274.5,1275.76
4, Yeah.,1277.18,1277.64
402,เดินลงมานะครับ ในแง่ของสัดส่วนนะครับ,1278.320125,1281.71
403,ปัจจุบันทุกท่านก็จะเห็นว่า,1283.75,1286.537
404,สัดส่วนของทางของคนเนี่ยก็จะ,1286.537,1289.324
405,ผิดของคนก็จะมากขึ้นนะครับ,1289.324,1292.111
406,และการที่เรามีร้านแล็บซึ่งเป็นร้านไข่เกียจ,1292.42,1294.33
407,สะพร้อมสำหรับคนนะครับ,1294.6,1296.070125
408,เราก็จะเห็นว่าสัดส่วนของสำหรับข้อเนี่ยเป็น,1296.690125,1300.279125
409, 67.5% นะครับ สำหรับสัตว์เนี่ยอยู่ประมาณ 20,1300.279125,1304.144125
410,% แล้วก็โรงบาลเนี่ยประมาณ 12.7% นะครับ,1304.144125,1308.009125
411,ถ้าเกิดในแง่ของ,1310.71,1312.78
412,มองดี 6 เดือนนะครับก็,1313.35,1315.97
413,รายได้ก็เติบโต 35% นะครับ,1316.23,1318.53
414,แล้วก็ถ้าบ่าย 10 เน้นนะครับ,1319.07,1321.541
415, ในแง่ประทิศนั้นเป็นรายไตรมาส,1321.541,1324.32
5, of,1324.62,1325.09
416,อย่างงี้ฟิล์มเบนต์ก็จะเห็นว่า,1325.44,1327.26
417,ทาง,1328.12,1329.01
418,ของคนก็จะอยู่ที่ 69% นะครับ ของสัตว์จะ,1331.38,1334.4810000000002
419,อยู่ที่ 19% แล้วก็โรงพยาบาลเนี่ย 12% นะครับ,1334.4810000000002,1337.8200000000002
420,Cost Profit นะครับ ก็จริงๆ แล้วเรา,1339.88,1342.0990000000002
421,จะเห็นว่า Cost Profit เนี่ยดีขึ้นนะครับ,1342.0990000000002,1344.5400000000002
422,จากเต๋อ,1344.99,1346.139875
423,ไม่ว่าจะเป็นทั้งของคนแล้วก็ของสัตว์นะ,1346.539875,1348.8898749999998
424,ครับของคนเนี่ยจะเห็นว่า cost-benefit,1348.8898749999998,1351.2398749999998
425,ในไตรมาส 2.37 ขึ้นไป 39 นะครับ,1351.58,1354.34
426,แล้วก็ของสัตว์ก็ 36.7 เป็น 39.8 นะครับ,1355.13,1359.039875
427,อ้า ในแง่ของ 6 เดือน,1359.419875,1360.789875
428,ก็ใกล้ 41.12 ไม่ 41.4 นะครับ,1361.299875,1364.909875
429,ของสัตว์นี้ 36 เป็น 38% นะครับ,1365.509875,1368.47
430,จริงๆ แล้วจะเห็นว่าการอัตรากำไรขั้นต้นก็,1369.34,1372.677
431,ยังอยู่ใกล้เคียงเดิม หรือปีขึ้นกว่าเดิมเล็กน้อยนะครับ,1372.677,1376.27
432,แต่ว่าปัญหาก็จะอยู่ที่ว่าการใช้ตัว Operating,1376.86,1380.404
433, Expense นะครับ ที่จะเป็นตัวที่จะกระทบใน Profit นะครับ,1380.404,1384.17
434,นะครับ อย่างเงี้ยเปอร์เซ็นต์ซื้อดีนะครับ,1385.149875,1387.649875
435,เราก็จะอยู่ใกล้เคียงข้างข้างเดินนะครับ,1387.649875,1390.399875
436,แต่ว่าเราจะเห็นว่า Feeling and administrative,1391.46,1394.612
437, experience เนี่ย ไปหน้า 2 ก็จะกระโดดขึ้นมาเลยครับ,1394.612,1397.99
438,นี่ 27 ในไตรมาสนึกจากเป็น 33% นะครับ,1398.45,1401.71
439,แล้วก็หนึ่งสำหรับห้ามหนึ่งก็จะจาก,1402.72,1405.265
440,ยี่สิบเก้าเป็นสามสิบเปอร์เซ็นต์นะครับ,1405.265,1407.8100000000002
441,ดังนั้นตอนนี้เน็ตโปรฟิกซ์ก็เลยทำให้ไตรมาสเอ่อ,1410.66,1413.703
442,สอง ให้ส่วนใหญ่ก็สามจุดสองเปอร์เซ็นต์จากการที่เรา,1413.703,1416.746
443,เอาเงินไปยิงโฆษณาครับ อ่าหักหลายหลายแบรนด์นะครับ,1416.746,1419.7889999999998
444,อ๋อ ครับ,1421.62,1423.04
445,ก็เลยเวลาที่เหลือนะครับ ก็จะเป็น,1423.99,1426.9
446,ช่วงของคำถามคำตอบนะครับ Q&A นะครับ,1426.9,1429.8100000000002
447,ผมจำได้ว่าใน Office ID Day,1430.48,1432.455
448, คราวที่แล้วเนี่ยก็ตอบไม่ทันนะครับ,1432.455,1434.65
449,พยายามลดให้เสร็จเร็วนะครับ โดยจะย้ายไปตาม Q&A,1435.27,1438.98
450,พ่อมีคำถามนะครับว่า,1439.51,1441.33
451,จากนักลงทุนนะครับว่า ณ ปัจจุบันเนี่ย,1441.82,1444.32
452,ธุรกิจร้านขยาที่เป็นรายใหญ่เริ่มเข้ามา,1444.63,1447.767
453,แข่งมากขึ้นเช่น ดร.ฟอร์มา โอคอมเซเว่น,1447.767,1451.19
454,จนถึงหลังขยะของเซเว่นที่ลูกเหมือนกันแล้วก็หน้าเจาะ,1451.809875,1455.809875
455,โอเค ไม่ใช่,1456.54,1457.53
456,ไม่แน่ใจผู้บริหาร,1458.67,1461.14
457,มองเรื่องนี้อย่างไร,1461.69,1463.82
458,และมีวิธีการจัดการกับเรื่องนี้อย่าง,1465.22,1467.6
459,ไรบ้างที่จะทำให้เราเกณฑ์มาเก็บแซง,1467.6,1469.9800000000002
460,ก็คืออย่างนี้ครับ ปัจจุบันเราก็เลย,1470.85,1474.179875
461,แผนของเราเนี่ยส่วนใหญ่ก็จะเป็นเรื่องของการปรับปรุงหรือเรื่องของ,1474.92,1478.21
462,อเมริกานะครับ,1478.9,1480.24
463,เรื่องของ CIN นะครับ แล้วก็,1480.59,1482.755
464,การขยายสาขานะครับ ไป,1482.755,1484.9199999999998
465,สำหรับอย่างที่เห็นนะครับว่าในแผนก็จะมีการเปิดที่,1485.49,1489.27
466,อัตยานะครับ ส่งสรรค์ข่าว,1489.64,1491.679875
467,มีบุคเก็ต 3-4 สาขานะครับ,1492.17,1495.26
468,ก็จะเป็นการขยายสภา,1496.34,1498.13
469,คือธุรกิจหลักฟังธรรมชีพจริงก็ยอมรับอย่างหนึ่งว่า,1498.66,1501.99
470,ถ้าสุดแข็งเนี่ยก็จะมีเรื่องของการ,1502.41,1504.36
471,ที่มีแปลงนะครับ เพราะทำมา 27 ปีนะครับ,1504.65,1507.13
472,นั่นเองแหละของความน่าเชื่อถือ เราก็คิดว่าอยู่ในระดับต้นๆ,1507.69,1511.23
473,ก็ยอมรับว่า อาจจะอยู่ในกลุ่ม,1511.79,1514.305
474,ของ ท่านเรียกอะไรดีครับ กลุ่มของ,1514.305,1516.8200000000002
475,บีกับเออะไรอย่างเงี้ยซึ่งตอน,1517.14,1519.1950000000002
476,นี้เราบีบวกขึ้นไปเป็นต่างต่าง,1519.1950000000002,1521.2500000000002
477,เราก็เลยมีการที่เราขยายไปสู่,1521.76,1523.984
478,การที่ไปตั้งสถานการณ์ในซูเปอร์มาร์เก็ต,1523.984,1526.4299999999998
479,ได้แรงกันปากนะครับ,1526.95,1528.53
480,แล้วก็แผนจริงแล้วเราก็มีการทำแผนกลยุทธ์,1529.24,1532.214
481,กันเนี่ยก็มี 7 กลยุทธ์หลักนะครับ หุ้น,1532.214,1534.73
482,เราก็คิดว่าเรา,1535.6,1537.02
483,เราจะดีวันดีคืนขึ้นเรื่อยๆนะครับไป เอ่อ,1537.28,1540.99
484,ผมเองก็เชื่อมั่นว่าหลักฟังก์สิทธิ์จะดีที่นี่เนื้อถ้าท่านดู,1541.58,1544.77
485,ผลประกอบการเฉพาะหลักเนี่ยจะเห็นว่า,1545.28,1547.794
486,ทั้งรายได้แล้วก็สมัยก็ดีขึ้นเรื่อยๆ,1547.794,1550.56
487,ก็จะมีหลายๆคนละยุนนะครับ ไม่ว่าจะการ,1553.29,1556.891
488,ขยายสถานการณ์ที่จับมือกับทาง OR นะครับ ในการที่จะ,1556.891,1560.75
489,เปิดร้านขยะในความน้ำมันอะไรต่างๆ,1561.21,1564.11
490,แต่กลยุทธ์เล็กๆเนี่ยก็ต้องยอม,1565.56,1567.564
491,รับว่าเขาเก็บเป็นความลับก่อนนะครับ,1567.564,1569.79
492,แล้วก็,1572.46,1573.65
493,คำถามถัดมาคือธุรกิจโรงพยาบาลจากที่ดูเราซื้อมา,1574.38,1577.779
494,แพงกับโรงกลม เข้าใจว่าเขามีโรงเรียนท่าใกล้ใกล้แต่ก็แพง,1577.779,1581.39
495,ไม่แน่ใจบอกยังไงที่จะทำให้ธุรกิจนี้ชนะหน่วยระยะยาวได้,1582.02,1585.56
496,ซึ่งคือก็ต้องยอมรับนะครับว่าโรงพยาบาลมันเป็นธุรกิจ,1586.45,1589.098
497,อินเทรดนะครับเราก็ไปดูโรงพยาบาลมันค่อนข้างมาก,1589.098,1591.58
498,แล้วก็พบว่าเหมือนก็ไม่มีใครขายถูกนะครับ,1592.27,1595.07
499,คือเราก็ต้องบอกว่าแพงแล้ววัน,1595.38,1597.374
500,นี้เราก็ต้องหยอดซื้อเพื่อ มันเป็นการ,1597.374,1599.59
501,ถูกมีระยะยาวนี่แหละ,1599.88,1601.21
502,เราจะเห็นว่ามีการ Take over,1601.63,1603.825
503, ของโรงบาลของหลายๆ กลุ่มทุนเนี่ย,1603.825,1606.02
504,ผมเองก็เชื่อมั่นว่ามิมีใครซื้อถูกนะครับถูก,1606.97,1610.316
505, แพงในความอ่ะเนี้ยอาจจะเป็นแพงในความว่าเอออาจจะ,1610.316,1613.9
506,D.E. 20 เท่าหรืออะไรต่างๆนะครับ,1614.37,1616.82
507,ก็คิดว่าไม่ต่างกับในอินดัสซีอื่นด้วย,1617.44,1620.3300000000002
508,เหมือนกันนะครับ ถ้าถูกก็โกงไม่ขายนะครับ,1620.3300000000002,1623.2200000000005
509,แต่ถ้ามันก็จะมีถูกไปเลยที่,1624.08,1626.35
510,มันไม่ได้โอเคเท่าไหร่ ก็คงไม่,1626.35,1628.62
511,ก็ซื้อไปก็คงจะยากนะครับ,1629.37,1631.07
512,เอ่อ อย่างนักฟังพันธ์เนี่ยเรามีมุมมองว่า เอ่อ เป็น,1631.62,1634.417
513,ธุรกิจที่ ที่มีกำไรนะ งานที่เราจะไปทำ,1634.417,1637.429
514,ก็ จะดีกว่าธุรกิจที่มันขาดทุนอยู่แล้วนะครับ,1637.429,1640.4409999999998
515,เราจะไปปรับมันจะยากแต่ว่ามันเป็นเครื่องคิดที่มี,1640.8,1643.582
516,กำไรอยู่แล้วเราต้องไปปรับปรุงเพื่อให้กำไรมันมากขึ้น,1643.582,1646.55
517,ไม่มีมาตรฐานมากขึ้นเนี่ย,1647.07,1648.82
518,ครับ,1649.33,1649.91
519,แล้วก็,1650.35,1651.34
520,เราก็มองว่าสาเหตุที่ตัดสินใจ,1652.27,1654.846
521,ซื้อ ทุกๆ ร้านไปดูเนี่ย,1654.846,1656.65
522,เราก็จะเห็นว่า เอ่อ มันยัง เรายังอยู่ในระดับที่,1657.19,1660.38
523,แข่งขันได้นะครับ เนื่องจากอุบัตินโยคอยภัทรเนี่ยสร้างมา,1660.38,1663.5700000000002
524,ประมาณ 14 ปีแล้วก็มีฐานลูกค้าค่อนข้าง,1664.37,1667.3249999999998
525,มากแล้วก็อยู่กลางวงนะครับที่ดิน 7 ไร่,1667.3249999999998,1670.2799999999995
526,ฝั่งขวามือเป็นโรงบาลมหานครสิทธิ์,1670.87,1673.3729999999998
527,ธรรมลาศาลมือถือบาลนคร,1673.3729999999998,1675.3199999999997
528,ไม่ต่างกับโรงพยาบาลธรรมดาที่อยู่,1675.86,1678.293
529,ใกล้กับโรงพยาบาลศิริราชประมาณนั้น,1678.293,1680.9699999999998
530,เพราะฉะนั้นเนี่ยก็มองว่าในระยะยาวเนี่ยมันมี,1681.75,1684.885
531,ศักยภาพนะครับ เกิดอย่างงี้ของตัวจังหวัดเองนะครับ,1684.885,1688.02
532,ที่นครสิงห์ ธรรมดาก็เป็นค่อนข้างจังหวัดใหญ่,1688.52,1690.93
533,แล้วเราก็มีแผนที่อยากจะเป็นโรงพยาบาล,1690.93,1693.34
534,ที่จะเฟ้อ เปิดเฟ้อ ประกาศกรุงธรรมนะครับ หลาย ๆ จังหวัด,1693.71,1697.55
6, Oh,1699.5,1700.26
535,ก็คิดว่าก็เลย,1700.84,1702.3
536,จริงๆก็มีการได้เรียนเชิญบ่อน,1702.56,1705.34
537,ครับซึ่งก็เป็น เป็นห้าหลายท่านไปดู,1705.34,1708.429
538,คุณท่านก็ให้คำแนะนำให้ความคิดเห็นอย่างนี้,1708.96,1711.42
539,ก็มั่นว่าในระยะ ไม่ต้องถึงกับการไปยาวเหมือนกัน,1711.96,1715.6
540,จะดีขึ้นเรื่อยๆ นะครับ,1715.89,1717.06
541,ข้อที่สามหลังๆ สินค้าออม,1719.54,1721.54
542,ใหม่ของเราดูไม่ฟังและออกซ้ำ,1721.54,1723.79
543,เกิดปัญหาอะไรนะครับ,1724.94,1727.13
544,คือสินค้าออกใหม่นะครับมันก็,1728.05,1730.3
545,ต้องใช้เวลาในการค่อยๆสร้างมัน,1730.3,1732.8
546,ยกตัวอย่างเช่นโปรแกรมวูธหรือลิซ่านะครับ,1733.67,1737.037
547, DHA พวกเนี้ยมันก็ต้องค่อยค่อยสร้างมันก็ไม่สามารถ,1737.037,1740.663
548,ที่จะสร้างวันปีเดียวแล้วก็ขึ้นมานะครับ,1740.663,1743.771
549,ผมต้องค่อยๆดูกันไปเรื่อยๆนะครับ,1744.26,1746.68
550,แล้วก็จริงๆ แล้วหลักการของเราก็คือเราก็ต้องการ,1747.19,1750.24
551,ไปพิสูจน์ตัวเองในโรงพยาบาล เพราะฉะนั้นเนี่ยสิ่งเหล่า,1750.24,1753.29
552,บางครั้งเราออกมาเนี่ยเราก็ต้องการไปเข้าโรงพยาบาลอ่ะ,1753.84,1757.2289999999998
553,จะไม่ได้ทำ ถ้าเกิดปังบางครั้งอาจจะต้อง,1757.2289999999998,1759.7699999999998
554,อาจจะดูแบบปังก็คือการยิงโฆษณาเยอะ,1760.45,1762.807
555,ๆ มันอาจจะดูปังแต่ว่ามันก็มีความเสี่ยง,1762.807,1765.36
556,แล้วก็ไม่อยากจะบาร์ลานระหว่าง,1765.69,1767.44
557,ความเสี่ยงกับการที่เราจะต้องไปเร่งมันให้,1768.09,1770.855
558,คนรู้เร็วๆ มันก็จะต้องบรรลาพอสมควร,1770.855,1773.85
559,อัพเดรต,1775.21,1775.75
560,ก็คิดว่าสินค้าอบหมายของเราก็อยู่ในระดับที่,1776.05,1779.02
561,ที่พอจริงพอใจ,1779.59,1782.34
562,ไม่ว่าจะเป็นกลุ่มโฆษณาเทศกาลโรมันดีใหม่,1782.87,1786.4
563,หรือไม่ว่าจะเป็น อย่างเช่น,1786.89,1789.865
564, กลุ่มยา อย่างเช่น เบลล่า คลาส,1789.865,1792.84
565,ก็ต้องใช้เวลานะครับ,1793.45,1795.66
566,เพราะว่าผู้นำตลาดสองแบรนด์เนี่ยก็,1796.3,1798.74
567,ทำตลาดมานานผสมกันด้วยนะครับ,1798.74,1801.18
568,แล้วก็คิดว่าในแง่ของคุณภาพเรา,1801.94,1804.04
569,เนี่ย เอ่อ ดีแน่นอนนะครับไม่ว่าจะเป็น,1804.04,1806.35
570,ในแง่ของอวัตโนมัติ ในแง่ของ,1806.91,1809.013
571, packaging มุมมุ่งของอะไรต่างๆ,1809.013,1811.35
572,เรามองคำถามถัดไป เรา,1814.96,1816.985
573,มอง M&A อย่างไรบ้างช่วงนี้,1816.985,1819.3
574,ก็คิดว่าถ้าเอ่อ ก็จริงจริงก็มีบริษัท,1820.28,1823.059
575,เยอะมากเหมือนกันนะครับที่มาเสนอให้เราเข้า,1823.059,1825.838
576,ไปถึงหุ้นบ้านแอบไปซื้อจิติการบ้านนะครับ,1825.838,1828.849
577,ตัวเองก็คิดว่าถ้ามันอยู่ในวิสัยทัศน์,1829.42,1831.898
578,ของบริษัทเราก็ต้องสนใจ,1831.898,1833.55
579,อัยตราวิสัยทัศน์ของการที่เป็น,1834.46,1836.32
580,เป็นผู้นำไปทักสุขภาพแบบ,1836.61,1838.53
581,คุกคงจรทั้งสองคนแล้วก็ของ,1838.53,1840.69
582,ตักนะครับ ต้องต้นน้ำเย็นไปนะครับ,1841.09,1843.27
583,คำถามถัดไปครับ,1844.59,1846.06
584,เรื่องขึ้นไปหน่อยครับ,1849.53,1851.64
585,เค็มๆๆเลยครับ,1853.77,1855.24
586,แนะนำว่าบริษัทควรแต่งตั้ง IR,1856.0,1859.11
587,ครับ,1859.65,1860.1
588,ติดต่อสอบถามข้อมูลอะไรไม่ได้เลยครับ,1860.91,1863.68
589,ก็ก็ยอมรับว่าตอนนี้เอ่อเราบริษัท,1864.06,1866.320125
590,ตัวเองไม่ได้มี IR นะครับ ผมก็มีการ,1866.62,1869.313
591, outsource ให้กับ บริษัทหนึ่งในการทำ IR นะครับ,1869.313,1872.23
592,แต่คำแนะนำนี้เท่าใจว่าได้,1872.830125,1874.772125
593,รับคำ คอมเมนต์อยู่เรื่อยๆ นะครับ ก็,1874.772125,1876.930125
594,พ่อน้องบับนะครับทดทบว่าเราก็มี,1877.24,1879.402
595,การพิจารณญัติอยู่ว่าเราน่าจะมี IR,1879.402,1881.76
596,สองวิสาหกรรมใน,1882.63,1884.489
597,ปีหน้านะครับ เป็นตลาด,1884.489,1886.72
598,อันนี้เราก็กำลังจะหา เออ รับ,1887.92,1890.28
599,คนนี้จะมาทำ IR ของบริษัทอยู่นะครับ,1893.3,1895.9
