start	end	text
1303000	1309740	รักษาเท่าอยู่ประมาณ 20% แล้วก็โรงพยาบาลเนี่ยประมาณ 12.7% นะครับ
1310340	1316220	ถ้าเกิด ในแง่ของ เอ่อ นี่ 6 เดือนนะครับก็
1316220	1321660	รายได้ก็เจอตัว 35% นะครับ แล้วก็ถ้าไป segment นะครับ
1321660	1328140	ในแง่เมื่อกี้มันเป็นรายใต้หน้าสอง ในแง่ segment ก็จะเห็นว่า
1328140	1335740	ทาง ของคนก็จะอยู่ที่ 69% นะครับ ของสัตว์จะอยู่ที่ 19%
1335740	1339820	แล้วก็โรงพยาบาลเนี่ย 12% นะครับ
1339820	1345020	Cost-Profit นะครับ ก็จริงๆ แล้วเราจะเห็นว่า Cost-Profit เนี่ยดีขึ้นนะครับ
1345020	1350380	จากไม่ว่าจะเป็นทั้งของคนและของสัตว์นะครับ ของคน estrut
1350380	1355260	ที่จะเห็นว่า Cost-Profit NATO 37 ขึ้นไป 39% นะครับ
1355260	1359420	และของสัตว์ก็ 36, 17% เป็น 39, 18% นะครับ
1359420	1365580	ถ้าในแง่ของ 6 เดือนก็ใกล้ 41, 12 เป็น 1, 4 นะครับ
1365580	1368780	ของสัตว์ 36% เป็น 38% นะครับ
1368780	1371180	translating
1371180	1373300	linear
1375020	1384020	แต่ว่าปัญหาก็จะอยู่ที่ว่าการใช้ตัว operating expense นะครับที่จะเป็นตัวที่จะกระทบ net profit นะครับ
1384020	1390020	ในแง่ %GP นะครับเราก็จะอยู่ใกล้เคียงข้างๆเดินนะครับ
1390020	1397020	แต่ว่าเราจะเห็นว่า selling and administrative expense เนี่ยใบหน้า 2 ก็จะกระโดดขึ้นมาเลยนะครับ
1397020	1401020	จาก 27% ในไตรมาน 1 ใช้เป็น 33% นะครับ
1401020	1408020	แล้วก็ในสำหรับฮาร์ม 1 ก็จะจาก 29% เป็น 30% นะครับ
1408020	1416020	ดังนั้นตอนนี้ net profit ก็เลยทำให้ไตรมาน 2 จะเหนื่อยแค่ 32%
1416020	1420020	จากการที่เราเอาเงินไปยิงพัฒนานะครับในหลายๆแบรนด์นะครับ
1420020	1429020	ก็เลยเวลาที่เหลือนะครับก็จะเป็นช่วงของคำถามคำตอบนะครับ
1429020	1430020	T&A นะครับ
1430020	1431020	เขาจำได้ว่า
1431020	1433020	ใน Office City Day คราวที่แล้วเนี่ย
1433020	1435020	เขาตอบไม่ทันนะครับ
1435020	1437020	เขาเลยพยายามรถให้เสร็จเร็วนะครับ
1437020	1439020	เพื่อจะได้เป็น Part Q&A
1439020	1441020	ก็มีคำถามนะครับว่า
1441020	1443020	จากงานคุณนะครับว่า
1443020	1445020	ณ ปัจจุบันเนี่ย
1445020	1448020	ธุรกิจร้านขยาที่เป็นลายใหญ่เริ่มเข้ามาแข็งมากขึ้น
1448020	1451020	เช่น Dr. Pharma ของ Com7
1451020	1454020	จนถึงร้านขยาของ 7-11 ที่ลุกเหมือนกัน
1454020	1460020	แล้วก็น่าจะ
1460020	1462020	ไม่แน่ใจผู้ไปหั่ง
1462020	1464020	มองเรื่องนี้ยังไง
1464020	1468020	และมีวิธีจัดการกับเรื่องนี้อย่างไรบ้าง
1468020	1472020	ที่จะทำให้เราเกรง Market share
1472020	1474020	ก็คลิปๆ เนี่ยครับ
1474020	1476020	ปัจจุบันเราก็เลยแonic ด้วยรaw Andersen
1476020	1478020	ก็จะมีเรื่องของการปรับปรุง
1478020	1480020	เรื่องของบริการนะครับ
1480020	1482020	เรื่องของ CIM นะครับ
1482020	1484020	แล้วก็การขยายศาขานะครับ
1484020	1492280	ชอบไประดับอย่างที่เห็นนะครับว่าใน แผนก็จะมีการเปิดที่ัทยานะรับสองสาขา
1492280	1501320	พูเข unreal 4 สาขานะครับก็คือ วันการขยายสั Mittel currency จริงก้อยอบ
1501320	1505580	อาที่ง้อยว่าถ้าถึงแห่งเนี่ยก็จะมี เรื่องของการ demoол Xi เปล préนะ Kosmo
1505580	1513860	weiteren ไว้กันในแง่โครงค colleague rein erste zon แล้ว ยอมรับว่าจะอยู่ใน
1513860	1516260	ระเบียงในกลุ่มของเอ่อ เขาเรียกอะไรเนี้ย
1516260	1518680	ปุ่มของกิ๊กับเอ่ยอะไรเงี้ย
1518680	1521740	ซึ่งตอนนี้เราบีบวกขึ้นไปอะไรต่างต่าง
1521740	1524240	เนี้ยเราก็เลยมีการที่เราเขยายไปสู่
1524240	1529260	การที่ไปตั้งสภัยในซุปเปอร์มาร์เก็ตในแหล่งต่างต่างนะครับ
1529260	1532640	แล้วก็แผนจริงแล้วเราก็มีการทํา แผนครอยยุดกันเนี้ย
1532640	1541280	ก็มี 7 ศัลยุทธ์หลักครับ ซึ่งก็คิดว่าเราจะวันดีขึ้นเรื่อยๆ
1541280	1547240	ผมเองเชื่อมั่นว่า Lab Pharmacy จะดีขึ้นเรื่อยๆ ถ้าดูผลประกอบการเฉพาะลักษณ์
1547240	1551160	จะเห็นว่าทั้งรายได้และสมัยก็ดีขึ้นเรื่อยๆ
1552640	1559640	ก็จะมีหลายศัลยุทธ์ ไม่ว่าจะการขยายสถานการณ์ที่จับมือกระทาน OR
1559640	1564400	ในการที่จะเปิดร้านขยาในความน้ำมัน อันนี้แหละครับ
1565400	1569880	แต่กลยุทธ์ลึกๆ เนี่ย ก็ต้องยอมรับว่า ขอเก็บเป็นความลับก่อนนะครับ
1572320	1578640	แล้วก็คำถามถัดมา คือธุรกิจโรงพยาบาล จากที่ดูเราซื้อมาแพงความลงคม
1578640	1581480	เข้าใจว่า เขามีโรงเรียนแทบใกล้ๆ แต่ก็แพง
1581480	1585280	ไม่ได้ใจ บอกยังไง จะทำให้ธุรกิจ นี้ชนะหน่อยรายยาวได้
1586360	1589140	ก็ต้องยอมรับว่า โรงพยาบาล เป็นธุรกิจร่างส่งมาก
1589580	1591400	ผมต้องไปดูโรงพยาบาลมา มาค่อนข้าง มาก
1592280	1594960	ก็เพราะว่ามันก็ไม่มีใคร ขายถูก
1595560	1600860	เราก็ต้องบอกว่า แผงนักวันนี้ ต้องยอมซื้อเพื่อการบรรยาการ ถูก ในรายยาว
1600860	1606840	จะเห็นว่ามี การของโรงบาร ของหลาย หลายคุมทุนเนี้ย
1606840	1610460	ผมเองก็เชื่อมั่นว่าไม่มีใครซื้อถูกนะครับ ถูก
1610460	1614300	ภาษาประมาณนี้อาจจะเป็นแพงนิคอล์ฟะว่า เอออาจจะ
1614300	1616980	sécur หนึ่งสิบเท่าอะไร debts
1616980	1620540	และก็คิดว่าไม่ต่างอะไรกับใน อื่นแม่ก็เลยเหมือนกันนะครับ
1620540	1623720	ที่ถ้าถูกก็โปรโกไม่ไม่ขายนะครับ นะครับ
1623720	1628840	แต่ถ้ามันจะมีถูกไปเลยที่มันไม่ได้โอเคเท่าไรเราก็คงไม่ได้
1628840	1631320	พอซื้อไปก็คงจะยากน่ะครับ
1631320	1636200	หากเรามีมุมมองว่าเป็นธุรกิจที่มีกำไร
1636200	1640520	ทางทีเราจะไปทำก็จะดีกว่าทุกขิตที่มันขาดทุนอยู่แล้ว
1640520	1646120	การสินค้างไปปรับมันจะยากแต่ว่ามันเป็นธุรกิจที่มีกำไรอยู่แล้วก็ไปกับกลุ่ม WWE to earn more
1646120	1655480	เพื่อให้มีมาตรฐานมากขึ้นน่ะ เราก็มองว่าสาเหตุที่ตัวสุดใจซื้อ
1655480	1661780	ทั้งห้างไปดู เราก็จะเห็นว่ามันยังอยู่ในที่แข่งขันได้
1661780	1665500	เนื่องจากโรงพยาบาลนครพัฒน์นี้ สร้างมา 14 ปีแล้ว
1665500	1671020	ก็มีฐานลูกค้าต่างๆมาก และอยู่กลางเมือง ที่ดิน 7 ไล่
1671020	1675620	ขวามือเป็นโรงบาลมหาราค นครศิษรธรรมราช ท้ายมือโรงบาลนครพรรต
1675840	1681020	ไม่ต่างอะไรกับโรงบาลธรรมรีที่อยู่ใกล้กับโรงบาลศิรา max
1681760	1685420	เพราะฉะนั้นก็มองว่าในระยะยาวมันมีศักยภาพ
1685420	1687880	แน่น谁 motorcycleichtig
1688600	1693440	h2 นะคะ Soupamuri Built เป็นที่ค่อนข้างเกี่ยวกับแล้วเราก็มีแทน lobha
1693760	1697100	standpoint here
1697100	1711100	ก็คิดว่าก็เลยนะครับจริงจริงก็มีการได้เรียนเชิญบอกกับเราซึ่งก็เป็นแพทย์ไปดูท่านก็ให้คำแนะนำให้ความคิดเห็น
1711100	1717100	เพราะมันก็ในระยะไม่ต้องถึงกับการไปยาวมันก็จะดีขึ้นเรื่อยๆนะครับ
1717100	1727100	ข้อที่สามลังๆสินค้าออกใหม่ของเราดูไม่ฟังและออกซ้ำเกิดปัญหาอะไรนะครับ
1727100	1729080	สินค้าออกใหม่มันก็ต้องใช้เวลาในการค่อยๆ สร้างมัน cell
1733060	1743100	ก็อย่างเช่น pro Supply or Lisa ครับ DHA เพราะเนี้ยมันก็ต้องค่อยค่อยสร้างมันก็ไม่สามารถที่จะสร้างวันปีเดียวแล้วก็ขึ้นมานะครับ
1743100	1746100	ผมต้องค่อยๆดูกันไปเรื่อยๆนะครับ
1747100	1751920	และเราก็จริง ๆ แล้วหลักจานตัวของเราก็คือเราก็ต้องการไปพิสูจน์ตัวเองในโรงบาล
1751920	1757120	เพราะฉะนั้น สิ่งแล้วบางครั้งเราออกมา เราก็ 기분 เข้าโรงบาล
1757120	1760360	เราจะไม่ได้ทำถ้าเกิดปาง บางครั้งมันอาจจะจะต้อง
1760360	1765880	มันอาจจะดูเหมือนปาง เพ vain girudge คุณวี่การยิงคาวศนาอย่าเข้าชอบ มันก็มีความเสี่ยง
1765880	1767880	เราก็ไม่อยากจะบารานส์ระหว่าง
1767880	1771680	ความเสี่ยง การที่เราจะต้องไปเล่งมันให้คนรู้เร็วๆ
1771680	1773360	ก็จะต้องบารานส์พอสมมติข้าง
1774960	1777320	แต่เราคิดว่าสินค้าออกใหม่ของเรา
1777500	1781920	ก็อยู่ในระดับที่คุณพอใจ
1782560	1786180	ไม่ว่าจะเป็นกลุ่มคตุศนาภัย trained ド sốใหม่ๆ
1786780	1788900	หรือไม่ว่าจะเป็น
1789420	1792640	อย่างเช่นกลุ่มยา ที่เช่น แมนร่าพลา
1792640	1795640	ก็ต้องคิดว่าต้องใช้เวลา
1795640	1800640	เพราะว่าผู้นำตลาด 2 แบรนด์ก็ทำตลาดมานานพอสมควร
1800640	1804640	เราก็คิดว่าในแง่ของคุณภาพเราดีแน่นอน
1804640	1807640	ไม่ว่าจะเป็นในแง่ของตัวยาน
1807640	1810640	ในแง่ของ packaging เรื่องของอะไรต่างๆ
1814640	1816640	เรามองความถามถัดไป
1816640	1819640	เรามอง M&A อย่างไรบ้างพรุ่งนี้
1819640	1822800	ก็คิดว่าจริงๆมีบริษัทเยอะมาก
1822800	1825640	ที่มาเสนอให้เราเข้าไปถือบ้าน
1825640	1827640	ไปซื้อกิจการบ้าง
1827640	1830640	ตัวเองก็คิดว่าถ้ามันอยู่ในวิสัยทัศน์
1830640	1833640	ของวิสัยลองโครตก็สนใจ
1833640	1846640	ถือภายใต้วิสัยทัศน์ การที่เป็นผู้นำอิสรสุภาพ
1846640	1848660	และกิจการดินเธออยู่หน้าสินค้า
1848660	1849640	ผม hesuelle v. rest
1849640	1852000	เลื่อนขึ้นไปหน่อยครับ
1855660	1872480	แนะนําว่าบริษัทควรแต่งตั้ง IR
1872480	1876480	ในคำแนะนำนี้เข้าใจว่าได้รับคอมเม้นต์อยู่เรื่อยๆ
1876480	1880480	ก็น้องบั๊บคิดว่าเราก็มีการพิเศษอะไรอยู่
1880480	1886480	ว่าเราน่าจะมี IR ของวิศัทธิ์ในปีหน้า
1886480	1892480	อันนี้เราก็กำลังจะรับ
1892480	1896480	ผลที่จะมาทำ IR ของวิศัทธิ์อยู่
1896480	1900480	ผลกฎานามลึงาช่วง Q3
1900480	1904480	และแนวน้ม Q4 เป็นอย่างไรบ้าง
1904480	1908480	ผมพอจะพูดได้เพื่อไม่ให้ผลประเบียบ
1908480	1912480	ของแนวน้มลายน่าคำแรก
1912480	1915180	ถึงว่า cube3 cube4
1915180	1917820	จะเหมือน cube1
1917820	1920620	จริงๆมันก็คือยังเกิดโตอยู่
1920620	1923160	คำแรงจริงๆแล้วก็ใกล้เคียงกับ
1923160	1926300	น่าจะเหมือนไตรม่านหนึ่ง
1926480	1930520	ว่าเราจะดึงเงินกำไรไปยิงโฆษณามากน้อยแค่ไหน
1931520	1934240	ก็น่าจะเป็นตัวที่สำคัญนะครับ
1935020	1939640	เราก็อยากจะโชว์ให้เห็นว่า ถ้าเราเอาค่าโฆษณากลับเข้าไป
1939640	1941480	จริง ๆ แล้วก็ไม่มันควรจะเป็นแบบนี้
1941480	1944520	แต่เราจำเป็นที่จะต้องเอาเงินไปสร้างแบรนด์นะครับ
1945140	1948020	เพราะว่าแบรนด์ Thalacetamol ต่าง ๆ ที่ดงดังมา
1948020	1952900	ก็แต่จากการยิงโฆษณา ให้การรับรู้ค่อนข้างมากนะครับ
1952900	1958900	ไม่ว่าจะสื่อทีวี สื่อวิทยุ สื่อแม้กระทั่งในลงหนัง
1958900	1963360	อะไร Whatever เนี่ย ค่อนข้างจะสุดกันพอสมควรนะครับ
1964020	1966780	เราก็อยากจะบอกนักลงทุนว่า เราเชื่อมั่นนะครับ
1966780	1970900	ว่าเป็นราคาคุณภาพดี มีการทำวิสัยของที่เราจะรอด
1970900	1975740	เพราะฉะนั้นถ้าท่านปวดหม้วงห์ อะไรต่าง ๆ ลองทดูนะครับ
1975740	1979780	ไม่จำเป็นจะต้องมากินยาเอ็นเซ ท แรง ๆ ให้ชัดกระเพาะนะครับ
1980500	1982700	มันก็แพงกว่าด้วยนะครับ
1983160	1985540	มันก็จะเห็นหลายผล
1985540	1987760	แล้วก็ Packaging ข้อนรับ founded ปล่อยอยู่แบบเดียวเนี่ย
1987760	1990240	เป็น Packaging ที่มีคุณภาพนะครับ
1990240	1995560	มันเป็นแบบ Wrapture Pack ที่จะทำให้คุณภาพยังคงอยู่
1995560	2004040	เราก็จะทำให้การดูดซุนอะไรต่างๆ ไม่ได้ไหว้ลงจากการที่ Packaging ไม่สามารถรักษาความชื้นอะไรต่างๆ ได้นะครับ
2005760	2011180	ทำไม LIDAR ส่วนที่เป็นเวสสะพานและยานักษาโรงยอดขายถึงได้ลดลง
2011180	2017760	อันนี้ส่วนหนึ่งก็เกิดจากการที่เราในซึ่งปีแรกก็ยอมรับว่าเราไม่มีการตอบราคา
2017760	2023980	และเราก็เลยกลายลู้งลดลงแต่กำไรมากขึ้น
2024080	2028460	แต่ว่าตอนนี้เราก็ยอมรับว่าเราพยายามจะเป็นเพิ่มมากสิทธิภาพในการมลิข์
2028460	2031260	เพื่อจะเป็นรถต้นทุนการมลิข์มากขึ้น
2031260	2034140	ที่จะทำให้เราได้ทั้งวอลลุมทั้งเรื่อง��ดตามใกล้
2034340	2038820	เราก็สามารถปรับปรุงเป็นสิทธิภาพในการมลิข์จากช่วง 6 เดือน
2038820	2041220	แรกจนถึงกันช่วงวัน แล้วก็ขอบคุมตลอดเวลานะครับ
2041220	2046420	เพื่อให้เขาเรียกในแต่ละแบตไซส์เนี่ยสามารถ
2046420	2052420	เขาเรียกอะไร ลด ลด สมมติเรามีวัตถุดิบร้อย
2052420	2055620	เราก็จะทำได้ร้อยกล่อง อาจจะทำได้ 97 กล่อง
2055620	2058220	ไม่ได้ทำได้แค่ 94 กล่อง อะไรประมาณนี้เลยครับ
2058220	2062420	ที่ว่าในไตมัส 3 และไตมัส 4 จะดีขึ้นนะครับ
2062420	2070780	ทำไมรายได้ส่วนที่เป็นอาหารเสริมโฆชนาเทศัพท์
2070780	2073560	ถึงได้มีเยาะแทนลอดลง
2073560	2077160	ก็ยอมรับว่าเหมือนเหตุผลเรื่องยาก
2077160	2080760	เมื่อต้นต้น finance ต้นเมาส์เรามีการปรับราคาไป
2080760	2083700	ก็มีการกระทบอยู่еachat
2083700	2089240	เราก็เลยมีการ revisit อยู่ว่าเราจำเป็นที่จะต้องให้ โพโมะชั่นอะไรต่างๆ
2089240	2091280	กลับไปในราคาเดิม
2091280	2101380	แล้วเราพยายามที่จะลดต้นหุ่นในการผลิตนี้ลงนะครับ
2104580	2112840	แล้วครับ เมื่อปัจจุบัน ก็ที่ซื้อไป  flatter walk น่าจะเป็นสาขา 28 .
2112840	2116640	แล้วก็ บอกว่า ครึ่งปีหลัง น่าจะเป็น 3 เดือนหลัง Então there was aoh
2116640	2122400	อันนี้เหลือแค่ 3 เดือนเนี่ย ก็คิดว่าน่าจะเบิดได้ประมาณ 3-4 สาขานะครับ
2122400	2127840	ปีนี้เราก็จะจบที่ 30-31 คือต้องยอมรับว่าโดยหลักจ่ายของเราเนี่ย
2127840	2134200	ตั้งแต่เราตั้งบริษัทมาหรือเข้าสลัดมาเนี่ย เรามักจะตั้ง คือเรียกอะไร
2134200	2139520	ตาม goal setting theory นะครับ ที่เราทำแผนก็ค่อนข้างสูงนะครับ
2139520	2145120	มันคล้ายคล้ายว่าเราตั้งเป้า ว่าจะติด น้องๆฝ่ายเซียตั้งเป้าจะติด 120
2145520	2152360	ถ้าไม่ได้อย่างน้อยก็จะติดเกินร้อยนะครับ แต่เราจะไปสอบครอกที่ไหน เราก็ต้องตั้งเป้าเกินไปก่อนนะครับ
2152760	2157600	เพราะฉะนั้นเนี่ยเราก็เลยเราตั้งเป้าไว้ 35 เราไม่ถึงอย่างน้อยเราก็ได้ 31
2157600	2163900	แต่ถ้าเราตั้งเป้าจาก 20 เป็นแค่ 30 เวลาเราตกมาจะเหลือแค่ 25
2163900	2170300	นะครับ มันก็เป็นเรื่องที่เราบ่อติดต้องตั้งเป้าไปฟุ้งแล้ว อยู่บน Basecase ว่าถ้าเกิดเรา
2170300	2179300	เราเปิดโดยไม่สะดุดอะไรไม่ว่าจะเรื่องของการแบรนด์ลอร์ด สมมติการยื่นขออนุญาต OY เราจะเปิดได้เท่าไหร่
2179300	2186600	เพื่อให้มันอยู่ใน Speed ในการทำแบบเป็นที่นะครับ
2186600	2191180	คำตอบก็คือ น่าจะเปิดได้อยู่ต่อ 30-31 สาธารณ์
2192060	2196260	เพราะเราพบว่าอย่างกรณีที่ ภูเก็ตก็ใช้เวลาค่อนข้างมาก
2196540	2201240	เป็นประเมิดที่เราวางไว้นะครับ ไม่ว่าจะเปิดแลนด์ลอร์ด
2201580	2203900	ที่ยังไม่ได้ส่งมากขึ้นที่ให้กับเรา
2204300	2208920	แล้วก็ในการที่จะออกแบบดีไซน์ แล้วก็การต่อสร้างด้วย
2208920	2216660	ผลัดไปนะครับ Cost Profit ของร้านยาแลพฟาร์มาซี
2216660	2223920	พัจจุบันก็ดีขึ้นเรื่อยๆนะครับ Cost Profit ออกหน้าจะอยู่ที่ 40% ได้นะครับ
2223920	2229220	อันนี้เราก็ตั้งต้นว่าเราอยากจะเหลือ Net Profit อยู่ประมาณ 8% นะครับ
2232460	2236560	ผลัดไป ในคำถามเกี่ยวต่อโรงงานผลิตยานะครับ เรื่องขึ้นไปหนึ่ง
2237360	2238880	สำหรับโรงงานผลิตยาทั้งหมดนะครับ
2238920	2241920	เป็นการใช้กำลังการธุรกิจที่กี่เปอร์เซ็นต์
2241920	2252420	ที่อยุธยาก็ยอบรับว่าปัจจุบันใช้กำลังการธุรกิจไม่ได้มากเท่าไหร่
2252420	2255920	อยู่ที่ประมาณ 30-40 เปอร์เซ็นต์เอง
2255920	2261920	เราก็พยายามที่มี Project ที่จะทำยาตาของเราเอง
2261920	2263720	ก็ไปการที่นั้นจะเพิ่ม
2263720	2268640	ก็จะไปคุย Partnership ที่ผมเดินทางต่าง ๆ ก็คือไปคุย Partnership
2268920	2275920	อย่างเช่น ไปดูโรงงาน Lotus Pharmaceuticals ของทางกระทอที่ไต้หวันเมื่อ 2 เดือนที่แล้ว
2275920	2279920	แล้วทางเขาเองก็มีจารย์มา Audit โรงงาน 3 รอบ
2279920	2284920	ก็กำลังแข่งกระชุมร่วมกันเรื่องอะไรต่าง ๆ มันต้องใช้เวลาไปหมดเลย
2284920	2293920	การไปคุยความร่วมมูลกับศิษย์รุ่งที่มุมจีนก็ยังต่อตัวอิ่ง
2293920	2298920	ก็คิดว่าถ้ามันขึ้นได้ยังไงก็จะมาเรียนใน Obscenity Day ครั้งหน้า
2298920	2306920	แต่ว่าในหาดเดียวกันเราก็มีการ Own Transfer ลำหลักยานละเล็กลำหลักไปที่อยุธยานะครับ
2306920	2313920	เพื่อ Field Capacity อย่างเช่น Bellapara เนี่ยมันจะติดอยู่ภายใต้โรงงานที่อยุธยาเนี่ย
2313920	2318920	ก็คิดว่าจะทำให้ใช้ Capacity มันมากขึ้นเรื่อย ๆ นะครับ
2318920	2324920	แล้วก็สำหรับสมุดปากการณ์อันนี้ก็สัญญาณเนี่ยใช้อยู่ที่ 100% อยู่แล้ว
2324920	2328920	ส่วนที่เป็นผลิตอาหารเสิร์ฟเนี่ยก็ยังมี Capacity นะครับ
2328920	2333920	อันนี้เราก็เลยเริ่มเปิดรับที่จะรับช่างผลิตให้บริษัทมากขึ้น
2333920	2335920	ประสิทธิ์ว่าเรารับช่างผลิตให้อยู่ 2 บริษัทนะครับ
2335920	2340920	มีทางทายูเลียนจากทาง ครอตทรท์-คลายต้ายบริษัท giàinovig
2340920	2346920	อันนี้ก็เร هوมีการคุยนะครับเดรคยอมรับว่าเราจะรับแต่ Bank line ใหญ่ ๆ นะครับ
2347420	2352920	เพราะเราคิดว่าเราก็ต้องการเป็น spoke-room แล้ว เราก็ต้องการให้บริษัทท่าหรือผลิต
2352920	2359920	เป็นบริษัทที่มาตรฐานนะครับ ไม่ได้รับ excerpt ให้ชั่วไป รับ loss 2 loss
2359920	2363740	เราจะรับบริษัทที่ค่อนข้างจะมีแผนในระยะยาว
2363740	2365940	มีการทำการใช้กันดารา
2365940	2368260	ก็เชื่อว่าทั้งสองบริษัททุกๆ ก็เห็นอยู่
2368260	2371400	ไม่ว่า Thayunion หรือทาง InnoVid
2371400	2376480	ก็มีแผนที่จะทำการใช้กันดารา
2376480	2379120	ตอนนี้เราก็มาคุยกับอีกสองลาย
2379120	2382780	ในการที่จะเข้ามาเจ้าผลิต
2382780	2384760	คำถามถัดไป
2384760	2391100	เบลล่าพาราที่ใช้แผลเป็นอลูมิเนียมแพงกว่า คุ้มแข่งที่ใช้พลาสติกไหมครับ
2391100	2397400	แล้วแพงกว่า คุ้มแข่งสองบาท Ởาะแข่ง Catalog มีอะไรดีกว่า
2400400	2407520	ใน ของเนื่องจากผมเองเป็นพีชสัตว์ มีทุกละครทางการแค่ในประสัตว์
2407520	2410420	เราก็เป็นศัตรายินทรีพ์ทางสองสองท่าน
2410420	2419420	แล้วก็เป็น PhD หลายท่าน เรามีพฤศักรณ์ มีศัตรวะแพทย์ มีนักวิทยาศาสตร์อยู่
2419420	2428420	โดยหลักการเนี่ย มันคือ เป็น ViscerPak เนี่ย มันจะเป็นการที่จะรักษาคุณภาพของยาได้ดีกว่า
2428420	2434420	เพราะฉะนั้นเนี่ย แต่ผมไม่สามารถจะพูดถึงแบบอื่นได้นะครับ
2434420	2438420	คือ พ�ห舂เนี้ย เนี่ย จริง ๆ แล้ว เอ่อ เราคิดว่า ViscerPak เนี่ย
2438420	2443700	เราต้องเน้นคุณภาพไว้ก่อน นะครับ การที่เป็น ViscerPak เนี่ย มันจะถูก
2443700	2448420	พลัสสิดแก้วที่เป็นนิ่ม ๆ อย่างเงี้ยในการเก็บรักษาความซื้นนะครับ
2448420	2455500	เพราะฉะนั้นเนี่ยเราจะเพราะว่าการที่มันสามารถรักษากุณภาพได้ข้อความชืนได้เวลาเราทานเข้าไปเนี่ย
2455500	2463480	มันก็จะทำให้โตยาได้เต็มๆ หัวศูนย์ได้ดี ต้องกลิ่นได้เร็ว มันก็จะแก้หัวประชำเอิญекторห minut ไม่เก็มเชื้อไง
2463480	2468520	ทุกข้อผลอุ้นได้ไม่เจอเรียกเจนยาแรง แหลง
2468520	2470680	นั้นก็ต้องเงินเราว่าก้นถุงก็แพงกว่านะครับ
2470680	2478840	เราก็แถงถึงเราเทียปเพียงกับ เชิญกับการสำหรับประสัตว์ท่าข่าวเช่น
2478840	2480440	ที่ท่านรู้สึกที่มานาน
2481560	2485640	เรามองว่าเราอยู่ในระดับเหลี่ยวกันตรงนั้น
2485640	2490640	ทั้งในแง่มาตรฐานการผลิตโรงงานและเป็นระดับมาตรฐานโลกอยู่แล้วนะครับ
2490640	2492640	ผมเองอยู่ในสัตว์ข้ามชาติมานานนะครับ
2492640	2495640	ก็คิดว่าเราไม่ได้ด้อยกว่าเลยครับ
2495640	2498640	ทั้งในแง่คุณภาพ การผลิต
2498640	2501640	แล้วในแง่ Packaging ตอนนี้เราคิดว่าเราน่าจะดีกว่า
2506640	2512640	อยากสอบถาม Sivita กับ You ดูเงียบๆ เราจะเคลียร์เปลี่ยนยังไง
2512640	2514640	ต้องขอเคลียร์อีกหนึ่งนะครับ
2514640	2518640	คือ Sivita เนี่ย ถ้าเป็น Sivita Pelcium Sivita Collagen
2518640	2520640	คือเขาจ้างเราผลิตอย่างเดียวนะครับ
2520640	2523640	การขาย การตลาด เขาเป็นคนทำหมดเลยนะครับ
2523640	2527640	แนะนำถ้าจะเงียบลงหนึ่งที ต้องขึ้นอยู่กับทางไทย
2527640	2530140	แต่ก็ส่งผลประทบกับเราได้
2530140	2535820	ถ้ามีเขามาจ้างก็เงียบลงมาจ้างเราผลิตล้นๆ อันนี้ความหลับ
2535820	2540920	Python เป็นศัพท์ร่วมทุนจะอยู่ภายใต้แบรนด์ที่เรียกว่า Interformal Civita
2540920	2544580	ปัจจุบันจะมี 2 ตัวหลักหลังนะครับ ก็คือ Lisa DHA
2544580	2548220	เขาชื่อว่า Lisa DHA ตอนนี้ดีขึ้นเรื่อยๆนะครับ
2548220	2551320	ทาง Hyperion เขาถึงเข้าใจกับผลประกอบการนะครับ
2551320	2554620	เพราะว่ามันก็กำลังดีขึ้นเรื่อยๆนะครับ
2554620	2559220	ตัว Lisa DHA 600 ไม่จำ อีกตัวนั่นคือ Turbo นะครับ
2559220	2564980	Turbo มันในแง่กับทางตลาด OTC หรือ Customer อาจจะไม่ได้รับรู้นะครับ
2564980	2569040	เพราะว่าในวิสัยทัศน์ในแผ่นกลยุทธ์นี้ที่ตกลงกัน
2569040	2571980	ก็คือการที่เราจะเอาไปเข้าโรงพยาบาลก่อนนะครับ
2571980	2575920	เพราะฉะนั้นการขายเราไม่ได้จะไปขายค่อนข้าง
2575920	2578340	เพราะว่าอาจจะมีอยู่ที่ร้านแลดบ้าง
2578340	2585100	ตัว Turbo ปัจจุบันก็เข้าไปได้อยู่ประมาณ 6 โรงชาบานและคีลิกประมาณ 50 ปีหนึ่ง
2585100	2590340	เรากำลังไล่ทำเข้า เราก็พึ่งออกจะไม่นานอยู่ที่เคยเรียนกัน
2590340	2592840	การจะเข้าโรงบาลมันใช้เวลาเป็นปี
2592840	2598080	แล้วระหว่างทางถ้าไม่มีคุณภาพมันก็จะตายไป
2598080	2600700	เพราะจุดเริ่มต้นเลยคุณต้องไป Present ก่อน
2600700	2605420	หลังจากนั้นเขาจะขอทดลองใช้อาจจะ 15 เคส 20 เคส
2605420	2610580	เหมือนเป็น Pilot Study ถ้าใช้แล้วคนไข้ดีขึ้นได้ผล
2610580	2612980	มันถึงจะ Move ไปสเต็ดชัดไป
2612980	2615860	ฉะนั้นอยากจะเรียนทุกท่านเลยว่ามันมีแบรนด์อาหารเสริม
2615860	2617660	แบรนด์เขาจะตายแบรนด์เลย
2617660	2621420	เช่นว่าทำ Probiotic เหมือนกับอินเตอร์ฟอร์มา
