start	end	text
1261100	1264100	ได้ยิน หรือไม่ได้ยัน
1267100	1271100	นั่นคือ ทุกอย่างที่ENT ค้treyกับตอนที่
1272100	1276100	คุ้้มของ 원래เหมือนอิทัย
1277100	1280100	บรรยายธรรมอิทัย
1281100	1285100	ถึงเวลาจากจะเหรียนดล crew
1286100	1288100	ของข Industries
1288100	1292100	ของคนก็จะมากขึ้นนะครับ
1292100	1296100	แต่กันที่เรามีร้านแหลบ ซึ่งเป็นร้านขายาเฉพาะสำหรับคนนะครับ
1296100	1303100	เราก็จะเห็นว่าสักส่วนของสำหรับคนเนี่ย เป็น 67.5% นะครับ
1303100	1308100	รักษาเนี่ยอยู่ประมาณ 20% แล้วก็โรงบาลเนี่ยประมาณ 12.7% นะครับ
1309100	1318100	ถ้าเกิดในแรกของมองนี้ 6 เดือนนะครับ ก็ลายได้ก็เกิดตรง 35% นะครับ
1318100	1325100	แล้วก็ถ้าไปฟิกเน่นนะครับ ในแรกเมื่อกี้มันเป็นลายใต้หน้าสองนะครับ
1325100	1334100	ฟิกเน่นก็จะเห็นว่าของคนก็จะอยู่ที่ 69% นะครับ
1334100	1340100	แล้วของสักจะอยู่ที่ 19% และก็โรงบาลเนี่ย 12% principles
1340100	1345100	aikos profit นะครับ บรรยายธรรมั analysis
1345100	1352100	ทикуเหจะเห็นrantat  widening
1352100	1360100	ที่ประมาณของแนอศัตรูไปก็ 36 Twitter
1360100	1364100	ก็ใกล้ 11.2 ไม่ใช่ 11.4 นะครับ
1364100	1368100	ของสัตว์เนี่ย 36 เป็น 38% นะครับ
1368100	1370100	แล้วจริงๆ เราก็จะเห็นว่า
1370100	1372100	การอัตรายกำลังข้างก้มเนี่ย
1372100	1374100	ก็ยังอยู่ในใกล้เคียงเดิม
1374100	1376100	อยู่ด้วยพรุ่งกระเดิมเล็กน้อยนะครับ
1376100	1378100	แต่ว่า ปัญหาก็จะอยู่ที่ว่า
1378100	1380100	การใช้ตัว operating expense นะครับ
1380100	1384100	ที่จะเป็นตัวที่จะกระทบ net profit นะครับ
1384100	1386100	แล้วครับ เนี่ย % GT นะครับ
1386100	1390100	เราก็จะอยู่ใกล้เคียงข้างๆเดินนะครับ
1390100	1392100	แต่ว่า เราจะเห็นว่า
1392100	1394100	failing and administrative expense เนี่ย
1394100	1396100	ใต้หน้า 2 ก็จะกระดกขึ้นมาเลยนะครับ
1396100	1401100	จาก 27 ใต้ใต้หน้า 1 จะเป็น 33% นะครับ
1401100	1404100	แล้วก็ ในสำหรับฮาม 1
1404100	1407100	ก็จะจาก 29 เป็น 30% นะครับ
1407100	1411100	แล้วตอนนี้ net profit จะเลยทำให้เตรียมหน้า 2
1411100	1413100	จะเหลืออีก 3.2%
1413100	1415100	จากแรงที่เราเอาเงินไปยิงภาษณา
1415100	1417100	ในหลายๆ แบรนด์นะครับ
1419100	1421100	ก็ ครับ
1421100	1423100	ก็เลยขอเวลาที่เหลือนนะครับ
1423100	1426100	ก็จะเป็นช่วงของคำถามสำตอบนะครับ
1426100	1427100	CNA นะครับ
1427100	1431100	ก็จำได้ว่า ใน opposite day คราวที่แล้ว
1431100	1433100	ก็ต่อไม่ทันนะครับ
1433100	1435100	เพราะมีความถามนะครับว่า
1435100	1437100	จากก็ขอขอบคุณคุณนะครับว่า
1437100	1439100	หน้าประชุมบาทเนี่ย
1439100	1441100	รุกฤติร้านขยาที่เป็นหลายใหญ่
1441100	1443100	เริ่มเข้ามาแข่งมากขึ้น
1443100	1445100	เช่น Dr. Pharma ของคอม 7
1445100	1449100	ก็ถึงรุกฤติร้านขยาของ 7 Eleven ที่ลุกเหมือนกัน
1449100	1451100	แล้วก็หน้าจอก
1451100	1453100	ไม่ใส่
1453100	1455100	ไม่แน่ใจ
1455100	1457100	ผู้ไปหา
1457100	1459100	มองเรื่องนี้ยังไม่ได้
1459100	1461100	และมีวินิการให้จัดการ
1461100	1463100	กับเรื่องนี้ยังไงบ้าง
1463100	1465100	Hawaii  haya นะครับ
1465100	1467100	ritbh
1467100	1469100	ก็
1469100	1471100	können
1471100	1473100	ก็
1473100	1475100	นะ這個
1475100	1477100	leuk
1479100	1484100	คุณ จะซ่อนของ
1484100	1488100	ภูมิ SD dev
1488100	1491600	การเปิดที่พัฒยาสองสาขา
1491600	1495600	ที่ปุกเก็ต 3 ถึง 4 สาขานะครับ
1495600	1498600	ก็จะเป็นการขยายสาขา
1498600	1500600	คือคือ ธุรกิจหลักฟอร์มเมสีจริงๆ
1500600	1502600	ก็ยอมรับอย่างนึงว่า
1502600	1504600	ถ้าชึดแข่งเนี่ย ก็จะมีเรื่องของการ
1504600	1507600	ที่ B แปรงนะครับ เพราะทำมา 27 ปีนะครับ
1507600	1509600	แล้วในแง่ของความน่าเชื่อถือ
1509600	1511600	ก็คิดว่าอยู่ในระดับต้นต้น
1518600	1521600	ซึ่งตอนนี้เรา B บวบขึ้นไป อะไรต่างๆ
1521600	1523600	นี้เราก็เลยมีการที่เราขยายไปสู่
1523600	1526600	การที่ไปตั้งสาขาในซูเปอร์มาเก็ต
1526600	1528600	ในแหล่งต่างๆนะครับ
1528600	1530600	แล้วก็แผนจริงๆ แล้วเราก็มีการทำ
1530600	1532600	แผนโกรยุตกันเนี่ย
1532600	1534600	ก็มี 7 โกรยุตหลักนะครับ
1534600	1536600	ซึ่งก็คิดว่าเราจะดี
1536600	1538600	วันดีคืนขึ้นเรื่อยๆนะครับ
1539100	1542100	ผมเองก็เชื่อมันว่าแหลกฟอมมัสีจะดีขึ้น
1542100	1545100	ถ้าท่านดูผลประกอบการณ์
1545100	1547100	เฉพาะแหลกเนี่ย จะเห็นว่าทั้งไหลด้าน
1547100	1549100	แล้วก็สมัยก็ดีขึ้นเรื่อยๆ
1551100	1553100	ก็จะมีหลายๆ โกรยุตนะครับ
1553100	1555100	แม้ว่าจากการขยายสาขา
1555100	1558100	การที่จับมือกระทาน O R นะครับ
1558100	1561100	ในการที่จะไปเปิดร้านเทยาในความน้ำมัน
1561100	1586200	แต่ godtอยุตอิ숙ๆINGSồiัตขยอมบัด 궁
1586200	1589200	ผมเข้าใจว่ามีโรงเรียนเพ้าใจคร breakdown
1589200	1591200	เราก็ไปดูโรงบารมันค่อนช้างมาก
1591200	1595200	แล้วก็เพราะว่ามันก็ไม่มีใครขายถูกนะครับ
1595200	1597200	คือเราก็ต้องบอกว่าแพงแล้ววันนี้
1597200	1601200	เราก็ต้องยอมซื้อเพื่อมันเป็นการถูกในระยะยาวนะครับ
1601200	1604200	เราจะเห็นว่ามีการเทคโอเวอร์ของโรงบาร
1604200	1606200	ของหลายๆกลุ่มทุนเนี่ย
1606200	1609200	ผมเองก็เชื่อมันว่าไม่มีใครซื้อถูกนะครับ
1609200	1612200	ถูกแพงในความหมายนี้อาจจะเป็นแพง
1612200	1614200	แพงในความว่าเอออาจจะ
1614200	1616200	สิบเท่าหรือได้ต่างๆนะครับ
1616200	1618200	ก็คิดว่าไม่ต่างอะไรกับ
1618200	1620200	ในอินเตอร์สตรีอื่นอื่นเหมือนกันนะครับ
1620200	1623200	ที่ถ้าถูกก็โคตรไม่ขายนะครับ
1623200	1625200	แต่ถ้ามันก็จะมีถูกไปเลย
1625200	1627200	ที่มันไม่ได้โอเคเท่าไหร่
1627200	1629200	ก็คงเป็น...
1629200	1631200	ก็ซื้อไปก็คงจะยากนะครับ
1632200	1635200	ก็ถ้าฟื้นนี้เรามีมุมมองว่า
1635200	1637200	utveckลăngคิดที่มีสำไหร่
1637200	1647200	การที่เราจะทำก็จะดีatiร่วมต้นคิดที่
1647200	1653760	มัน eskeขยับหรือ inequality
1654040	1657040	ตอนที่เราจะไปปรับมันจะยาก
1657040	1658040	แต่ว่ามันอินเตอร์สตรีที่วิทย์
1658040	1660200	มันมีสำ techต่อผ้ำ saves
1660200	1665500	ที่แข่งขันได้นะครับ นั้นจากโรงบาลนักคอร์ภัทรเนี่ย สร้างมา 14 ปีแล้ว
1665500	1670660	ก็มีถ่ายลูกค้าพร้อมช่างมาก แล้วก็อยู่ก่างหมู่นะครับ ที่ดินเจ็ดไล่
1670660	1675660	ขวามูลเป็นโรงบาลมหาราค นักคอร์ศิฐธรรมลา สายหมึกโรงบาลนักคอร์ศิฐธรรม
1675660	1681160	ไม่ต่างกับโรงบาลธรรมลีนะครับ ที่อยู่ใกล้กับโรงบาลศีลา ประมาณนั้นนะครับ
1681160	1688160	เพราะฉะนั้นเนี่ย ก็มองว่าในระยะยาวมันมีศักยภาพ เกิดอย่างนี้ของตัวจังหวัดเองนะครับ
1688160	1693660	ที่นักคอร์ศิฐธรรมลา ก็เป็นข้างข้างจังหวัดใหญ่ และเราก็มีแผนที่อยากจะเป็นโรงบาล
1694660	1704160	ก็คิดว่า ก็เลยนะครับ จริงๆ ก็มีการได้เรียนเชิญบอลของเรา ซึ่งก็เป็นแผนที่ไปดู พุทธก็ให้คำแนะนำ ให้ความคิดเห็นนะครับ
1704160	1711160	เพราะฉะนั้นก็ในระยะไม่ต้องถึงกับการไปยาว มันก็จะดีก็เรื่อยๆนะครับ
1711160	1731260	ข้อพี่สาม หลังๆสิ่งข้าออกใหม่ของเรารูปไม่ฟังและออกซ่ำเกิดปัญหこちらที่เห็นสิ่งข้าออกใหม่ต้องใช้เวลาในการ fought swings wouldn't matter
1731660	1738460	เมื่ออย่างเป็น� estoyก็ควรค้น intersect it on walk too
1738460	1743960	พ็รก็ไม่สามารถจะซังวันปีเดียว แล้วก็ขึ้นมา
1744000	1749220	ผมต้องค่อยๆดูกันไปเรื่อยๆraleก็จี้งๆแล้ว
1749260	1751500	หลักจ่าลของเราก็คือเราต้องกันไปพิษถุตของเองในโรงบ้าน
1751520	1756960	สิ่งนั้นนี่สิบแล้วบางทั่งเหล hahahaมรกต้องก็ไปเข้าลงบ้าน
1757000	1763480	หรือไม่ได้ทำถ้ację็ター τallowี Jaiya
1763480	1767480	แต่ว่ามันก็มีความเสียง เราก็อยากจะบรรยาลระหว่าง
1767480	1771480	ความเสียงกับการที่เราจะต้องไปเล่นมันให้คนรู้เร็วๆ
1771480	1774480	มันก็จะต้องบรรยาลพอสำคัญ
1774480	1779480	แต่เราคิดว่าสิ่งทางออกใหม่ของเราก็อยู่ในระดับที่
1779480	1782480	ที่พรุ่งพอใจนะครับ
1782480	1786480	ไม่ว่าจะเป็นกลุ่มภูชนาศพิษฐตรงใหม่ๆ
1786480	1791480	หรือไม่ว่าจะเป็นอะไรอย่างเช่นกลุ่มยาอะไร
1792480	1795480	ก็ต้องใช้เวลาครับ
1795480	1801480	เพราะว่าผู้นำตลาดสองแบรนด์ก็ทำตลาดมานานพอสมควรนะครับ
1801480	1805480	แล้วเราก็คิดว่าในแรกของคุณภาพเราดีแน่นอนนะครับ
1805480	1811480	ไม่ว่าจะเป็นแรกของตัวยาน แรกของแพคเก็จจิ้ง เรื่องของอะไรต่างๆ
1814480	1819480	ความถามทัดไป เรามอง M&A อย่างไรบ้างตรงนี้
1819480	1821480	too.
1821480	1826520	เราก็คิดว่า งั้นน่าก็สินๆก็มีแบด 항상 Fort
1828520	1835480	ตอนcesueมันเข้างั้น ผม 47
1839480	1845480	剛剛ใส่คำสั่งเพิ่มกัน weird นะครับ
1845480	1847480	ถ้าโดนควบคázก็เท่ coward
1847480	1854660	เรื่องขึ้นไปหน่อยครับ
1854660	1862180	นะนำว่าบิศัตร์ควรแต่งตั้ง IR กับติดต่อสอบถามข้อมูลอะไรไม่ได้เลยครับ
1862180	1867020	ก็ยังรับว่าตอนนี้เราบิศัตร์ตัวเองไม่ได้ IR นะครับ
1867020	1873660	เราก็มีการเอาซอสให้กับบิศัตร์หนึ่งที่จะทำ IR
1873660	1877160	ที่ที่APPLAUSE still Patternastic
1877160	1878700	ก็ด้วยกัน
1878700	1880700	ลื่วatan
1880700	1882460	จะแตะตรง ๆ คร้ายกัด
1882460	1884360	เราจะเข้ามาแปลว่다면
1884360	1884700	พacjiแสดง
1884960	1887200	ความระดูกกับความจริง一個 mateix
1887200	1888880	ความเลย
1890240	1893660	แล้วสำคัญครึง puppet
1894840	1896520	ใน km projector
1897280	1901980	ด้่างนี้ตก Milk
1901980	1903040	นำมืด
1903040	1905800	นี่ผมพูดพอเท่าที่พอจะพูดได้นะครับ
1906060	1908780	โอเค ก็ไม้ให้ผิดประวีศนะครับ
1909260	1910580	คือคือเนื่องโน้มนะครับ
1911200	1913280	แล้วไลนгดกำไรอย่างๆเราคิดว่า
1913700	1915420	ที่เราจะเกิดขึ้นในคิว3-คิว4จะเหมือนคิว1
1915940	1919500	ก็จริง ๆ แล้วเป็น เป็น crowd开始
1920360	1923120	แล้วทำไรแบบจริง ๆ แล้วมันก็ใกล้เคียงแบบ
1923700	1925540	แบบ�ว่าจะเหมือนไทยมาร์ด 1
1925540	1930540	สำคัญคือ ว่าเราจะดึงเงินกำไรไปยิงข้อสนา มากน้อยแค่ไหน
1930540	1934540	ก็น่าจะเป็นตัวที่สำคัญนะครับ
1934540	1939540	เราก็อยากจะโชว์เห็นว่าถ้าเราเอาข้อสนา กลับเข้าไป
1939540	1941540	จริง ๆ แล้วก็มันควรจะเป็นแบบนี้
1941540	1944540	แต่เราจำเป็นที่ต้องเอาเงิน ไปสร้างแบรมนะครับ
1944540	1947540	เพราะว่าแบรม Parasetimals ท. ท. ท. ที่ดงดังมา
1947540	1950540	ก็เกิดจากการดึงข้อสนา ให้การรับรู้
1950540	1952540	ค่อนข้างมากนะครับ
1952540	1958540	ไม่ว่าจากสื่อทีวี สื่อวิทยุ สื่อแม้ก็ถ้าในโรงหนัง
1958540	1963540	อะไรวัดเอเวอร์เนี่ย ค่อนข้างจะดึงกันพอสมควรนะครับ
1963540	1966540	แต่ก็อยากจะบอกน้อยลงเท่นมาก เราเชื่อมั่นนะครับ
1966540	1968540	ว่าเป็นราภาลาวน้อย คุณภาพดีนะครับ
1968540	1970540	มีการทำวิศัยก่อน ที่เราจะรอด
1970540	1975540	เพราะฉะนั้น ท่านพวดเมื่ออะไรต่างๆ ลองทาดู
1975540	1979540	ไม่จำเป็นจะต้องกินยาเอ็นเซตแรงแรง ได้กับกระเพอร์นะครับ
1979540	1982540	แล้วก็แผนกว่าด้วยนะครับ
1982540	1985540	จริง ๆ แล้วมันมีแล้วได้ผลนะครับ
1985540	1987540	แล้วก็แผนจัดจิ้งเราต่างๆนะครับ
1987540	1989540	แผนจัดจิ้งที่มีควณภาพนะครับ
1989540	1994540	มันเป็นแบบมิสเซอร์แพค ที่จะทำให้คุณภาพยังคงอยู่
1994540	1996540	แล้วก็จะทำให้การโดดสุดอะไรต่างๆ
1996540	2001540	ไม่ได้ไว้ลงจากการที่แพคเกจิ้ง ไม่สามารถรัสสาบความชูน
2001540	2003540	อะไรต่างๆได้นะครับ
2005540	2010540	ทำไมรายได้ส่วนที่เป็นเวศพันธ์ และยาลับรัสส่วนโล่งยอดถ่ายถึงได้ลง
2010540	2013540	ตอนนี้ส่วนหนึ่งเนี่ย ก็เกิดจากการที่เรา
2013540	2017540	ในซึ่งปีแรกก็ยอมรับบอกว่าเรากำลังมากกятно่ Ham Wert
2017540	2019540	และเราก็เลยการมีว่า
2019540	2023540	เราBIO Anime Volume ล้อดลงแต่กำลังอีกมากขึ้น
2023540	2029000	แต่ตอนนี้เรายอมรับว่า เราภยังจะเพิ่ม อสิณภาพในการการมารีจ
2029000	2042700	เพื่อ
2042700	2049700	ในแต่ละแบบไซน์เนี่ย สามารถลดสมมติ
2049700	2053700	สมมติเรามีวัตถุดิบร้อย เราก็จะทำได้ร้อยกล่อง
2053700	2058700	อาจจะทำได้ 97 กล่อง ไม่ได้ทำได้แค่ 94 กล่องอะไรกว่ามานี้เลยครับ
2058700	2062700	คิดว่าในใต้มัตร 3 ใต้มัตร 4 จะดีขึ้นนะครับ
2062700	2072700	ทำไมลายได้ ส่วนที่การอาหารเสริมโภชนาเทศ ถึงได้มียอดแข่งรถนม
2072700	2076700	ก็ยอมรับว่าเหมือนเหตุผลต่างหลังกัน
2076700	2080700	ตั้งแต่ต้นปีต้นมา เรามีการปรับราคาไป
2080700	2085700	ก็มีการสะพบอยู่เหมือนกัน แล้วก็เลยมีการดีวิศิตร์อยู่
2085700	2090700	ว่าเราจำเป็นที่จะต้องให้โปรโมชั่นอะไรต่างๆ จับไปในราคาเดิม
2090700	2094700	แต่ว่าเราพยายามที่จะลดต้นหวังในการผลิตลง
2094700	2099700	ตอนนี้เราก็คิดว่าในตัยมาส 3-4 น่าจะจับมากนะครับ
2099700	2105700	ร้านขายยา นับประชบัญเปิดได้กี่สาขาแล้วนะครับ
2105700	2110700	เพราะประชบัญ ที่เพิ่งโชว์ในสลาย Little Walk น่าจะเป็นสาขาที่ 28 นะครับ
2110700	2116700	แล้วก็ครึ่งปีหลัง น่าจะเป็น 3 เดือนหลังนะครับ
2116700	2121700	อันนี้เหลือแค่ 3 เดือน นี่ก็คิดว่าน่าจะเปิดได้ประมาณ 3-4 สาขานะครับ
2121700	2124700	ปีนี้เราก็จะจบที่ 30-31
2124700	2127700	คือคือต้องยอมรับว่าโดยหลักจายของเราเนี่ย
2127700	2130700	ตั้งแต่เราตั้งบริษัทมา หรือข้อตลาดมา
2130700	2135700	เรามันจะตั้งตาม Pro-Setting Theory นะครับ
2135700	2138700	ที่เราทำแผนจะค่อนข้างสูงนะครับ
2138700	2141700	มันแค่ไกลว่าเราตั้งเป้าว่าจะปิด
2141700	2144700	น้องน้องฝ่ายเซ謝ตั้งเป้าจะปิด 120
2144700	2147700	ถ้าไม่ได้ Political� collect 覺得 100
2147700	2151700	จะไปสอบการที่ไหนนะ backupต้องตั้งเป้าเกินไว้ก่อน
2151700	2154700	เพราะฉะนั้นนี้ เราก็เลยเราตั้งเป้าว่ report 35
2154700	2157700	If we cannot get that result we can get at least 3-11
2157700	2160700	ถ้าเราตั้งเป้าจาก 20 ค่ะแค่ 30 บาท
2160700	2163700	bye-bye ละเราตกมา จะเหลือ 25 left
2163700	2166280	ก็เป็นเรื่องที่เราบอกติดละ
2166280	2170700	ในเทศการENN ที่ต้องพияхเซธไปกลุ่ม
2170700	2176160	เราเปิดโดยไม่สะดุดอะไร ไม่ว่าจากเรื่องของการแรนลอดส่งมอบ พรุ่งพี่การยืนขอริยศอร์ยอล
2176160	2184160	เราจะเปิดได้เท่าไหร่ เพื่อให้มันอยู่ในสปีดในการทำแบบเป็นที่
2184160	2191160	ก็คำตอบก็คือ น่าจะเปิดได้อยู่ต่อ 30 ถึง 31 สาชาติ
2191160	2196160	เพราะเราเจอว่าอย่างตอนนี้ ที่ภูเก็ตก็ใช้เวลาค่อนข้างมาก
2197120	2205120	แล้วก็ในการที่จะออกแบบ ดีไซน์ แล้วก็การต่อสร้างด้วย
2205120	2212120	คลอสโพฟิตของร้านยานแหลปฟอมเมษี ปัจจุบันก็ดีเสียเรื่อยๆนะครับ
2212120	2220120	คลอสโพฟิตเหรอนะ จะอยู่ที่ 40% ได้นะครับ
2221080	2229080	ตอนนี้เราก็ตั้งเท้าไว้ว่า เราอยากเจอเหลือนิดฟฟิตอยู่ประมาณ 8%
2229080	2236080	ผัดไป ไม่คำถามเกี่ยวกับโรงงานผลิตยา เรื่องขึ้นไปไหน
2236080	2241080	สำหรับโรงงานผลิตยาทั้งหมดนะครับ เป็นการใช้คำวังการผลิต 20%
2241080	2249080	ก็ที่อายุทยาเนี่ย ยอบรับว่าปัจจุบัน ใช้คำวังการผลิตยา
2249080	2265840	จ้านไม่ใช้คำวังการผลิต ไม่ได้มากเท่าไหร่เนี่ยครับ อยู่ที่ประมาณ 30%-40% เองเลย
2265840	2268780	ก็เพื่อคุยกับพระนาศฺิษกัน
2268780	2272340	คุยเช่นไปอยู่โรงงาน Lotus Pharmaceutical
2272340	2276180	ของภาพ Rathore ที่ไทยวันเมื่อสองเดือน überall
2276180	2280540	แล้วทำข้างเองก็มีจันมาออดิตโรงงาน3 รอบ
2280540	2283620	ก็ตำรวจงร่วมกันเนื่องอะไรๆ
2283620	2285620	ต้องใช้เวลาไปหมดเลย
2285620	2289660	กับการไปคุยกันความร่วมมูลกับ
2289660	2294180	ทุกศาสตร์หนึ่งที่มงจีนก็ยังกล่อนโรงงาน
2294180	2299180	ก็คิดว่าถ้ามันขึ้นได้ยังไงก็จะมาเรียนใน Oxenity Day ครั้งหน้า
2299180	2307180	แต่ว่าเดี๋ยวกันเราก็มีการโอน Transfer ดำหลับยานหลับไปที่อายุทยานะครับ
2307180	2314180	เพื่อ Field Capacity อย่างเช่น Bela Phara จะติดอยู่ใต้โรงงานที่อายุทยา
2314180	2319180	ก็คิดว่าจะทำให้ใช้ Capacity มันมากขึ้นเรื่อยๆนะครับ
2320180	2325180	สำหรับสมุดปราการตอนนี้ก็ฝั่งยานเนี่ย ใช้อยู่ที่ 100% อีกแล้ว
2325180	2329180	ฝั่งที่เป็นผลิตอาหารเสริมก็ยังเหลือ Capacity นะครับ
2329180	2333180	ตอนนี้เราก็เริ่มเปิดรับที่จะรับจ้างผลิตให้เบสัตว์มากขึ้นนะครับ
2333180	2336180	ปฏิบัติเรารับจ้างผลิตให้อยู่ 2 เบสัตว์นะครับ
2336180	2341180	คือทาง ThaiUnion จากทาง PortoTor Pai ใต้เบสัตว์ InnoBit นะครับ
2341180	2346980	อันนี้ก็เริ่มมีการคุยกับยอมรับว่าเราจะรับแต่pohililsatinia
2347680	2365580	เพราะที่เราคิดว่าต้องจาร in
2365580	2367080	ก็ขอ bodyshop
2367080	2368080	ทั้งสองประ Ricota hamburger
2368080	2371080	ไม่ว่าจะถ่าย Union หรือ ทาง Innovate เนี่ย
2371080	2375080	ก็มีแผนที่จะทำการแช่งเชิดลาด
2376080	2379080	ตอนนี้เราก็มาคุยกับอีกสองแลต
2379080	2381080	เป็นการที่จะเข้ามาจ้างภาริต
2382080	2384080	คำถามต่อไป
2384080	2388080	เบลล่าพลาที่ใช้แผนเป็นอลูมินีย์
2388080	2391080	แผนกว่าคุ้งแข่งที่ใช้พลาสติกไหมครับ
2391080	2394080	เราแผนกว่าคุ้งแข่งสองบาทกับแผน
2394080	2396080	เรามีอะไรดีกว่าครับ
2396080	2399080	ก็คือ にังนี้ครับ
2399080	2401080	จริง ๆ แล้ว และนี้
2401080	2411940	ของเชิ
2411940	2413940	เป็น PhD หลายท่าน
2413940	2419240	เรามีเพศาสตรกร มีศัตรวัตรแพรต มีนับวิดีอาศาสตร์
2419240	2421240	โดยหลักการเนี่ย
2421240	2423240	มันคือเป็น WISER-PAC เนี่ย
2423240	2426440	มันจะเป็นการวิจัยรับศาสตร์ควณภาพผม
2426440	2428440	อยากได้ดีกว่า
2428440	2430440	นะครับ
2430440	2432440	เพราะฉะนั้นเนี่ย
2432440	2434440	แต่ผมไม่สามารถจะพูดถึงแบบอื่นได้นะ
2434440	2436440	คือเพราะฉะนั้นเนี่ยจริงๆแล้ว
2436940	2438940	เราคิดว่า WISER-PAC เนี่ย
2438940	2440940	เราต้องเหน็งควณภาพไว้ก่อนนะครับ
2440940	2442940	แล้วการที่เป็น WISER-PAC เนี่ย
2442940	2444940	มันจะถูกพัสสิกแก้ว
2444940	2446940	ที่เป็นแบบนิ่มๆอย่างนั้นเนี่ย
2446940	2448940	ในการเก็บรัฐภาพความชื้นนะครับ
2448940	2450940	เพราะฉะนั้นเนี่ย
2450940	2452940	เราจะพร้อมว่าการที่มันสามารถรัฐควณภาพได้
2452940	2454940	เก็บรัฐภาพความชื้นได้
2455440	2457440	มันก็จะทำให้โรยาได้เต็มเต็มนะครับ
2457440	2459440	ปวดสุดได้ดี
2459440	2461440	ออกลิ่นได้เร็วนะครับ
2461440	2463440	ก็จะแก้ปวดประจำเดือด
2463440	2465440	ปวดท้อปวดอุ่นด้าน
2465440	2467440	ไม่จะเอาไปกินยาแรงๆ
2467440	2469440	ก็ต้องยอมรับว่าต้นหุ่มก็แพงกว่านะครับ
2469440	2471440	เราก็ถือว่าเราเที่ยบเคียงกับ
2471440	2473440	เป็นธรรมสำหรับ
2473440	2475440	ประชาชาตินะครับ
2475440	2477440	ที่อาจจะ
2477940	2479940	ที่ท่านรู้จักดีมานานนะครับ
2479940	2481940	เรามอง เรามอง
2481940	2483940	ว่าเราอยู่ในระดับเบียงกันตรงนั้นนะครับ
2483940	2485940	เพราะว่า
2485940	2487940	ทั้งในแง่มัตรฐานจานผลิต
2487940	2489940	โรงงานเราเป็นระดับมัตรฐานโล่งอยู่แล้วนะครับ
2489940	2491940	ผมเองอยู่กับศาสตร์ข้ามชาติมานานนะครับ
2491940	2493940	ก็คิดว่า
2493940	2495940	เราไม่ได้ด้อยกว่าเลยครับ
2495940	2497940	ทั้งในแง่คุณภาพ
2497940	2499940	การผลิต
2500940	2502560	อยากสอบ
2502560	2504560	ถามซีวิต้า
2504560	2506560	กับ อยู่ดูเงี้ยม x2
2506560	2508560	เราจะเคลียร์ท เป็นอย่างไร
2508560	2510560	ขอเคลียร์ว่า
2510560	2512560	ซีวิต้า dzieเ� Speaking of
2512560	2514560	ซีวิต้า monsters
2514560	2516560	ซีวิต้า está Vict looking
2516560	2518560	ซีวิต้า J's
2518560	2520120	เป็นต่อจ้างลง พลิตได้哥 LS
2520120	2522440	เป็นการตลาดนี่ถึง Actfps บ investments
2522440	2524440	experiencing
2524440	2525440	囉 ICE
2525440	2526940	!*
2526940	2529240	Bival case
2529240	2531740	ถ้าเค้ามาจ้าง ต้องเงียบลง
2531740	2534740	ก็จะมาจ้างแล้วผลิตลดลงอันนี้
2534740	2536740	แต่ว่าถ้าพายต้าเป็นสัตว์โน่มทุน
2536740	2540740	เราจะอยู่พายต้าแบบที่เรียกว่า อินเตอร์ฟอร์มัสซีวิต้า
2540740	2542740	ปัจจุบันจะมีสองตัวหลักหลังนะครับ
2542740	2544740	ก็คือ ลิซ่า ดีเอสเอ
2544740	2547740	ก็คือว่าลิซ่า ดีเอสเอ ตอนนี้ดีขึ้นเรื่อยๆนะครับ
2548240	2551240	ทางไทยนี้เนี่ย เค้าพึ่งพอใจกับผลประกอบการณ์นะครับ
2551240	2554240	เพราะว่า มันก็กำลังดีขึ้นเรื่อยๆนะครับ
2554240	2556740	ตัวลิซ่า ดีเอสเอ 600 เวกรัม
2556740	2558740	ตัวนั้นคือ ทรูโบ้นะครับ
2558740	2563740	ทรูโบ้เนี่ย มันในแรกกับทางตลาด OTC หรือ คอสโตเมอร์
2563740	2565740	อาจจะไม่ได้รับรู้นะครับ เพราะว่า
2565740	2568740	ในวิศัยทัดในแผนโคลเย็ตนี้ที่ตกลงกัน
2568740	2571740	ก็คือการที่เราจะเอาไปเข้าลงพยาบาลก่อนนะครับ
2571740	2574740	เพราะฉะนั้นเนี่ย การขายเราไม่ได้จะไปขาย
2574740	2577740	ค่อนข้างเป็นว่าอาจจะอยู่ มีอยู่ที่ร้านแหลบบ้าง
2577740	2581740	ตัวทรูโบ้นะครับ ปัจจุบันก็เข้าไปได้อยู่ประมาณ 6 โรงเชียบาล
2581740	2584740	แล้วก็คีนิกประมาณ 50 กว่าคีนิกนะครับ
2584740	2586740	เรากำลังไล่ผ่านเข้านะครับ
2586740	2589740	เราก็รอสักไม่นานอยู่ ที่พี่เคยเรียนอีกครั้งนะครับ
2589740	2592740	การจะเข้าลงบาลมันใช้เวลาเป็นปี
2592740	2595740	แล้วระหว่างทางเนี่ย ถ้าไม่มีคนภาพ
2595740	2597740	มันก็จะตายไปนะครับ
2597740	2600740	เพราะจุดเริ่มต้นเลยคุณต้องไปพิเศนต์ก่อน
2600740	2604740	หลังจากนั้นเขาจะขอทดลองใช้อาจจะ 15 เคล็ด 20 เคล็ด
2604740	2608740	เหมือนเป็น pilot study ถ้าใช้แล้ว
