,filename,text,start,end
348,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00348.wav,ข้างหน้านะครับเราจะมีการที่จะเสิร์ฟโครงการ,0:17:00,0:17:02
349,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00349.wav,อะไรเบอร์เพิ่มเติมเราจะมีอีก สอง โครงการ,0:17:02,0:17:05
350,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00350.wav,ที่เราจะเปิดตัวในช่วงคิว 4 นะครับ,0:17:05,0:17:08
351,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00351.wav,ก็คือตัวนี้เวิร์ปุ๊บกรุงเทพกรีฑา,0:17:08,0:17:11
352,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00352.wav,อันนี้ก็จะเป็นโครงการทาวน์โฮมที่อยู่ยาที่,0:17:11,0:17:14
353,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00353.wav,ค่อนข้างเป็นที่นิยมคือย่านเศรษฐกิจออก,0:17:14,0:17:16
354,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00354.wav,แต่ว่าโปรดักส์เส้นตรงเนี่ยเป็นโปรดักส์ที่,0:17:16,0:17:19
355,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00355.wav,อาจจะไม่มีคนเข้ามาแข่งขัน,0:17:19,0:17:22
356,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00356.wav,มากเราก็เลยเป็นช่องทางในการเปิดตัวโปรดัก,0:17:22,0:17:25
357,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00357.wav,"ของเราก็จะนี้ระดับลักครั้งละ 8,000,013",0:17:25,0:17:27
358,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00358.wav,ล้านแม่ๆนะครับ,0:17:27,0:17:30
359,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00359.wav,ซึ่งคาดว่าจะเปิดตัวในช่วงผิว 4 ก็คือ,0:17:30,0:17:33
360,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00360.wav,ปลายปีนี้มูลค่าโครงการพัน 8 ร้อยลล้าน,0:17:33,0:17:35
361,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00361.wav,แล้วก็พร้อมกับเปิดตัวเป็นลักษณะชนิด,0:17:35,0:17:38
362,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00362.wav,เส้นนั้นอาจจะไม่ออฟฟิเชียลสำหรับโครงการ,0:17:38,0:17:40
363,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00363.wav,ที่อยู่ติดกันก็เป็นบ้านเดี่ยวมีโน,0:17:41,0:17:43
364,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00364.wav,นอร์ทกรุงเทพกรีฑาเป็นบ้านเดี่ยว,0:17:43,0:17:46
365,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00365.wav,ก็คิดว่าน่าจะเปิดตัวเป็นทางการในช่วง,0:17:46,0:17:49
366,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00366.wav,คิว หนึ่ง ปีหน้านะแต่ช่วงนี้ก็ลูกค้า,0:17:49,0:17:52
367,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00367.wav,ที่มาวิศิษย์เองก็ 3 ารถที่จะเลือกทั้ง สอง,0:17:52,0:17:54
368,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00368.wav,โปรดักส์ได้ทั้งทาวน์โฮมและบ้านเดี่ยว,0:17:54,0:17:56
369,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00369.wav,ในส่วนของแบ็กล็อกที่เราสะสมมาเรา,0:17:58,0:18:01
370,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00370.wav,"มีการสะสมบล็อกเกือบ 20,000 ล้านและ",0:18:01,0:18:04
371,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00371.wav,ครั้งนี้เราตัดตัวบล็อกที่เราเจอค่าย,0:18:04,0:18:07
372,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00372.wav,ได้จากโครงการที่เราคาดที่แบบอเมริ,0:18:07,0:18:09
373,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00373.wav,ไปเรียบร้อยนะครับก็คือตัวอ่านยังไง,0:18:09,0:18:12
374,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00374.wav,กับตัวผู้เฟส หนึ่ง แต่ยอดเรา,0:18:12,0:18:15
375,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00375.wav,ก็ยังค้างใช้เซเบิลประมาณเกือบ,0:18:15,0:18:18
376,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00376.wav," 20,000 ล้านนะครับแบ่งเป็นไอประมาณ",0:18:18,0:18:21
377,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00377.wav,"หมื่น 40,000 ครับหลักๆนะครับแล้วก็ไล่",0:18:21,0:18:23
378,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00378.wav,ประมาณ 4009 ร้อยลล้านคนได้,0:18:23,0:18:24
379,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00379.wav,ครึ่ง หนึ่ง ทิเบตก็ประมาณ,0:18:24,0:18:27
380,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00380.wav,เป็นที่เราสู้ร้อยเปอร์เซ็นต์เกือบอีก,0:18:27,0:18:30
381,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00381.wav,ครึ่งนึงก็จะเป็นจอยเวนเจอร์ถ้าเรามองแบบ,0:18:30,0:18:33
382,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00382.wav,กรอบโปรไฟล์นะครับก็จะพบว่า,0:18:33,0:18:35
383,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00383.wav,ปีนี้เป็นปีที่เรานับ,0:18:35,0:18:37
384,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00384.wav,ตามคอมพลีชั่นของการก่อสร้างเป็นหลัก,0:18:37,0:18:40
385,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00385.wav,ครับแล้วแต่ว่าในความเป็นจริงแน่นอนพ่อ,0:18:40,0:18:43
386,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00386.wav,สร้างเสร็จแล้วสร้างเสร็จประมาณช่วงปลายปี,0:18:43,0:18:45
387,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00387.wav,มันก็จะมีการสปชเอาบล๊อคกันดูรายได้,0:18:45,0:18:48
388,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00388.wav,ที่อาจจะกระเด็นไปไตรมาสถัดไป,0:18:48,0:18:51
389,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00389.wav,นะครับก็มีนั้นในแง่ของแบ็กล็อก,0:18:51,0:18:54
390,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00390.wav,หนึ่ง ก 3600 ล้านเนี่ยก็น่าจะรับรู้รายได้,0:18:54,0:18:57
391,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00391.wav,ประมาณ 45 10% นะครับที่เหลือ,0:18:57,0:18:59
392,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00392.wav,ก็จะไปเป็นปเตอร์หน้า,0:18:59,0:19:02
393,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00393.wav,ที่เหลือก็จะเป็นบล็อกที่เราสะสมมาตลอดทั้ง,0:19:02,0:19:05
394,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00394.wav,ปีแล้วปีที่ผ่านมาด้วยซ้ำเนี่ยที่จะย่อย,0:19:05,0:19:07
395,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00395.wav,รับรู้ในปีถัดไปส่วน,0:19:07,0:19:10
396,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00396.wav,มิลรี่เนี่ยเรามียอดกินฟรีอีกประมาณ,0:19:10,0:19:13
397,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00397.wav," 35,000 ล้านอันนี้ต้องเรียนว่าไม่ใช่อีเมล",0:19:13,0:19:15
398,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00398.wav,ฟรีที่สร้างเสร็จทั้งหมดแต่เรานับเป็นปี,0:19:15,0:19:17
399,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00399.wav,เนชั่นเราคือนับโครงการที่เปิดตัวโครง,0:19:17,0:19:20
400,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00400.wav,เพิ่งเปิดตัวโครงการดูระหว่างก่อสร้าง,0:19:20,0:19:23
401,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00401.wav,โครงการสร้างเสร็จรวมอยู่ในอันเดียวกัน,0:19:23,0:19:26
402,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00402.wav,เพื่อให้เห็นภาพชัดแต่เรายังไม่นับโครงการ,0:19:26,0:19:28
403,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00403.wav,ยังไม่เปิดตัวนะครับเช่นโครงการ,0:19:28,0:19:31
404,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00404.wav,ผมนี่เกิดแล้ว สอง โครงการบวกกับแรงเบ่ง,0:19:31,0:19:34
405,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00405.wav,ที่เราเพิ่งซื้อที่ในปีเนี้ยเรามีแรงเบ่ง,0:19:34,0:19:36
406,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00406.wav,ที่เราเพิ่งควายที่ไม่สัตว์แปลงอันนี้เราก็,0:19:36,0:19:38
407,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00407.wav,ยังไม่นับเป็นแต่ว่าในปี,0:19:38,0:19:41
408,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00408.wav,ต่อไปเนี่ยเออเราคงมีการรีวิวตัว,0:19:41,0:19:44
409,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00409.wav,โปรดักต์เซ็กเมนต์ที่คุณใช้ภาพว่ามันมี,0:19:44,0:19:47
410,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00410.wav,3 แบบเตอรี่เนี่ยเราคงมารีวิวทุก,0:19:47,0:19:50
411,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00411.wav,ปีว่า 6 ปีเนี่ยนะครับแล้วปีต่อไป,0:19:50,0:19:53
412,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00412.wav,เนี่ยตัวเซ็กเมนต์ของเราเนี่ยเรา,0:19:53,0:19:56
413,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00413.wav,เรามาถูกทางหรือเปล่านะครับมีวันที่เรา,0:19:56,0:19:59
414,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00414.wav,"มีอยู่ 35,000 ตันปัจจุบันนะครับถ้าคิดเป็น",0:19:59,0:20:01
415,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00415.wav,โปรดักต์ที่จะสร้างเสร็จในปีนี้นะครับก็จะ,0:20:01,0:20:04
416,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00416.wav,อยู่ระดับประมาณหมื่นบาทที่เหลือก็จะทยอย,0:20:04,0:20:07
417,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00417.wav,สร้างเสร็จในปีถัดไปส่วน,0:20:07,0:20:09
418,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00418.wav,ดีเทลของยอดขายในแต่ละโครงการถ้าผม,0:20:09,0:20:12
419,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00419.wav,ไล่จากไปสายๆนะครับเรื่องของเเฟชั่น,0:20:12,0:20:15
420,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00420.wav,ก็จะเป็นโครงการที่อยู่ระหว่างก่อสร้างก็,0:20:15,0:20:18
421,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00421.wav,ปัจจุบันก็มียอดที่สะสมตามลำดับ,0:20:18,0:20:21
422,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00422.wav,นับเป็นวัคซีไวเลสจริงๆต้องเรียนว่าถ้าเรา,0:20:21,0:20:23
423,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00423.wav,นัดเยจริงๆวันนี้ก็เราเก็บยอดขาย,0:20:23,0:20:26
424,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00424.wav,เลย 10% แล้วก็เป็นยอดขายล้วนๆจาก,0:20:26,0:20:29
425,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00425.wav,โอเวอร์ซีส์ครับที่เรามีการทำชนิดพิเศษ,0:20:29,0:20:32
426,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00426.wav,ไปก็ได้รับการตอบรับที่ดีนะครับเพราะ,0:20:32,0:20:34
427,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00427.wav,ว่าเป็นโครงการที่เข้าอยู่ในทำเล,0:20:34,0:20:37
428,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00428.wav,ที่เอ่อไม่ค่อยมีของอยู่แล้วนะครับ,0:20:37,0:20:40
429,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00429.wav,แล้วก็เราก็พยายามจะลดความเ 4 ยง,0:20:40,0:20:43
430,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00430.wav,ในการในการดูตลาดอะไร,0:20:43,0:20:45
431,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00431.wav,แต่ใจที่จะร้อนผ่านอาวุธ 4 เพราะแล้วก็,0:20:45,0:20:48
432,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00432.wav,คิดว่าเพิ่งเห็นแววที่เหมาะสมเราจะเริ่ม,0:20:48,0:20:51
433,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00433.wav,เปิดตัวอย่างเป็นทางการ,0:20:51,0:20:53
434,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00434.wav,อีก,0:20:52,0:20:54
435,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00435.wav,หนึ่ง ในส่วนของอีกโครงการ หนึ่ง ก็คือนิ้ว,0:20:54,0:20:56
436,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00436.wav,ของพี่เกินไปแล้วนะครับต่อยอดความสำเร็จของ,0:20:56,0:20:59
437,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00437.wav,เฟสหนึ่ง ที่เราขายร้อยเปอร์เซ็นต์อันนี้,0:20:59,0:21:02
438,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00438.wav,ก็เราขาย 80% ละนะครับ,0:21:02,0:21:05
439,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00439.wav,แล้วก็จะมีอีโออารีย์ก็,0:21:05,0:21:07
440,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00440.wav,62% พรีเซนต์ฟรีเอเย่นต์ก็,0:21:07,0:21:09
441,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00441.wav,39 40% อยู่ที่คอนโด,0:21:09,0:21:12
442,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00442.wav,อยู่ที่เลียบด่วนรามอินทรานะครับแล้วก็,0:21:12,0:21:15
443,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00443.wav,ริเวอร์เรสเองเก็บยอดขายประมาณ,0:21:15,0:21:17
444,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00444.wav,45% ทั้งหมดทั้งปวงเนี่ยเรา 3 ารถ,0:21:17,0:21:19
445,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00445.wav,ที่จะโดนผู้แบ่งแล้วก็เริ่มทยอย,0:21:19,0:21:22
446,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00446.wav,ก่อสร้างทั้งหมดครับผมก็ไม่กลับ,0:21:22,0:21:24
447,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00447.wav,บางนา 72% ครับโนเบิล,0:21:24,0:21:27
448,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00448.wav,ทองหล่อประมาณ 39%,0:21:27,0:21:30
449,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00449.wav,คนเหล็กเออดอนเมือง 40% นะครับ,0:21:31,0:21:33
450,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00450.wav,แล้วก็เอ่อลักษณะลาดพร้าวนะฮะซึ่ง,0:21:33,0:21:36
451,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00451.wav,เดิมโครงการคอนโดอีกอันนึงที่เราจะเริ่ม,0:21:36,0:21:39
452,Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์/Oppday Q32023 NOBLE บมจ โนเบิล ดีเวลลอปเมนท์_chunk00452.wav,ส่งมอบต้นปีหน้าเนี่ยเราเก็บยอดขายไปแล้ว,0:21:39,0:21:41
