true_text,pred_text
มีทีมงานส่วนกลาง,ที่มาสุดท้าย
บริหารจัดการ,การจัดการ
แล้วก็มี,แล้วความมี
financial cost ที่เราไป,เพราะฉะนั้นเฉพาะที่เราไป
leverageเงินทุนจากสถาบันการเงินเพื่อมาลงทุน,เงินทุนจากสถานการณ์เงินเพื่อมาลงทุน
เข้ามาซื้อกิจการต่าง ๆ,มาซื้อกิจการต่างๆนะครับ
นะครับ,แปดเลย
แต่ในส่วนค่าใช้จ่ายจะเห็นว่าเราไม่ได้โตลดลงเสียด้วยซ้ํา,ส่วนค่าจะเห็นว่าเราไม่ได้โต เราตกซื้อได้ซ้ำ
ก็ทําให้เรียกว่า net earning,ทำให้เลยว่า Net Earning
ในส่วนของที่ว่า,ส่วนของที่ว่า
inorganic,อันนี้ส่วนที่
ส่วนที่เราได้ส่วนแบ่งกําไรจากการลงทุนที่เราขยายกิจการเนี่ย,ที่เราได้ส่วนแบ่งกำไรจากการลงทุนที่เราขยายกิจการเนี่ย
มีกําไรถึง,ในถึง 340 เจ็ด
 347 ล้าน ก็โตขึ้นถึง 166%,ก็โตขึ้นถึง 166 ปี
นะครับ งั้นส่วนนี้,ครับ นั้นส่วนที่
organic มันลดลงก็จริง,มันลงมาเจ้ง
แต่ส่วนที่เป็น,ส่วนที่เป็น
inorganic มันโตขึ้น,มีนอกฎิเงินมันโตขึ้น
ก็ทําให้ภาพรวมผลประกอบการของกลุ่มทริพเพิลไอ,ก็ทำให้ภาพรวมผลประกอบการของกลุ่มที่บ่าย
9 เดือน เรามีกําไรสุทธิอยู่ที่,9 เดือน เรามีกรรมยสุทธิอยู่ที่
462 ล้านบาท,462 ล้าน
เรียกว่าเป็น record new high ปีที่แล้วเรา 9 เดือนอยู่ที่,เรียกว่า ก็เป็น Record Deal Highปีที่แล้วเรา 9 เดือนอยู่ที่
368 ล้านบาท,ก็ 68 ล้าน
ก็ถือว่าเติบโตเป็นนิวไฮแล้ว ปีนี้เราก็ยังโตต่อเนื่องอย่างมั่นคงนะครับ และก็ต่อเนื่องนะครับ,คือว่าเติบโตเป็น New High แล้วปีนี้เราก็ยังโตต่อเนื่องอย่างมั่นคงและก็ต่อเนื่อง
แล้วก็เปรียบเทียบ,และเปรียบเทียบกัน
9 เดือนต่อ 9 เดือนเนี่ย เราเติบโตถึง,ต่อ 9 เดือน เนี่ย เรา เติบโตถึง
93 ล้าน,53 ล้าน
หรือคิดเป็นเปอเซ็นอยู่ที่ 25%,เป็นเปอร์สันเทนอยู่ที่ยี่สิบห้า
นะครับ ก็เรียกว่า,ก็เรียกว่า
ภายใต้สภาพธุรกิจที่,ใต้สภาพธุรกิจที่
ถ้านักลงทุนรู้ว่าในสภาพส่งออก นําเข้า ธุรกิจโลกที่ยังไม่แน่นอน,อาณาลงทุนรู้ว่าในสภาพส่งโอบนำเข้า ธุรกิจโลกที่ยังไม่แน่นอน
แต่กลุ่มทริพเพิลไอยังสามารถผลักดัน ให้ผลประกอบการเราสามารถเติบโตถึง,แต่กลุ่มทั่วไปยังสามารถผลักกันให้ผลประกอบการเราสามารถเติบโตถึง
25%,ที่มันอาจจะเป็น
ในสไลด์ถัดมานะครับเราก็เลยเอ่อชี้ให้ข้อมูลนักลงทุนว่าในส่วนที่เป็นบรรทัดเดียวเนี่ยที่เป็นส่วนแบ่งกําไรเนี่ยเอ่อที่เอ่อ 423ล้านนํามาจากไหนบ้างนะครับก็อย่างแรกนะครับเป็นส่วนที่เราได้ไปลงทุนนะครับจริงจริงเดิมเนี่ยมันก็ไปอยู่ในออร์แกนิกเดิมของเราแหละที่ไปเป็นตัวแทนสายการบินแต่เราก็ไป,ในสไลด์ถัดมา เราก็เลยชี้ให้ข้อมูลนักลงทุนว่าในส่วนที่เป็นบรรทัศน์เดียว ที่เป็นส่วนแบ่งกำไรที่ 423 ล้านบาทมาจากไหนบ้างก็อย่างแรกเป็นส่วนที่เราได้ไปลงทุน จริงๆเดิมมันก็อยู่ในออร์แกนิคเดิมของเรา ที่เป็นตัวแทนสายการบิน
กิจการกลุ่ม allow รวมทั้งปรับโครงสร้างนะครับ เอาธุรกิจ,กรุณบราวรวมทั้งปรับคลุมสร้างนะครับ เอาธุรกิจจีน
gsa ที่เรามีมารวมกัน แล้วก็ทําเป็นกลุ่ม เรียกว่าเป็นกลุ่ม,เศรษฐีโรงมีมมารวมกัน แล้วก็ทําเป็นกลุ่มเรียกว่าเป็นกลุ่มเอก
ANI นะครับ asia network,AGA Network
international หรือตัวย่อคือ ANI,และตัวยออกของ AMI
นะครับ ANI,ครับเกด
ก็เป็นกลุ่มบริษัทที่ทําธุรกิจ,เป็นกลุ่มบริษัทที่ทำธุรกิจ
เป็นบริษัทลูกนะครับ ของทางด้านทริพเพิลไอนะครับ ปัจจุบันทริพเพิลไอถือหุ้น 51 %,เป็นหลักรูของทางด้านทิพเตอร์ไอ ปัจจุบันที่ไปถึงหุ้นห้าสิบเปอร์เซ็นต์
นะครับ กลุ่มของ ANI เนี่ย,กลุ่มของ ANI เนี่ย
9 เดือนแรกของปีนี้,และของบินิฮุ
ตัวเขาเองมีรายได้,เขาเองมีรายได้สี่
4 พันล้านนะครับ,นะครับ
เทียบกับ,ก็...ก็...
9 เดือนแรกมีแล้วก็รายได้เท่ากัน,และมีรับตอนรายได้เท่ากัน
แต่,โดย ๆ
ดูไปดูผลกําไรครับเค้ามีกําไรสุทธิทั้งสิ้นนะครับอยู่ที่ 651ล้านเทียบกับเก้าเดือนแรกปีที่แล้วเนี่ย 382ล้านก็โตขึ้นเกือบเท่าตัว99%นะครับหุ้นในส่วนเนี้ย 651ล้านเนี่ยกลุ่มทริพเพิลไอได้ถือหุ้นห้าสิบเปอร์เซ็นต์เราก็ได้มีส่วนแบ่งกําไรมาที่,มีการสดทิทั้งสิ้นอยู่ที่ 651 ล้านบาทเทียบกับ 9 เดือนแรกปีที่แล้วสถานการณ์แถม 2 ล้านบาทก็โตขึ้นเกือบเท่าตัว 99%เนื่องจากในส่วนนี้ 651 ล้านบาทกลุ่มที่มายได้เตรียมหุ้น 50%เราก็ได้มีส่วนแบ่งกำไรมาที่
334 ล้าน,334 ล้าน
เทียบกับปีที่แล้ว,กระปรีแล้ว
ปีแล้วก็ได้แบ่งกําไรมาตั้งเยอะ,ก็ได้แปลงกับแบบตั้งเยอะร้อย
167 ล้านปีนี้,17 ล้านปีได้
ได้ 9 เดือน ได้มา 334 ล้าน,ก็จะมีใครที่จะสงสัย
ก็โตขึ้นเรียกว่าเท่าตัว,ก็โตขึ้นเรียกว่าเท่าตัว
อีกส่วนหนึ่งที่,ส่วนหนึ่งที่
กลุ่มทริพเพิลไอได้ๆ ก็ไปลงทุนมา,ที่ปลาได้ ๆ ก็ไปลงทุนมา
ตั้งแต่ปี 19,ตั้งแต่ปี 1929
เช่นเดียวกัน,เป็นเดียวกันครับ
ตามไทม์ไลน์ที่บอกนะครับ,ทางทางมาที่บอกนะครับ
ตอนนี้ก็เริ่มสํารวจผลก็คือแบบที่เรียกว่า,ก็เริ่มสำหรับผลเยอะคือแบบที่เรียกว่า
sal group,และอังกฤษ
ซึ่ง sal เนี่ยไปร่วมลงทุนกับ aot,ซึ่ง SL ไปร่วมลงทุนกับ AOT
ตั้งบริษัทเรียกว่า aotga,โดยจะที่เรียกว่า AOTGA
ก็คือบริษัทที่ให้บริการภาคพื้นในสนามบิน,คือเหมือนที่ให้บริการพาดพื้นในสนามบิน
ซึ่งปัจจุบันให้บริการที่สนามบิน,ปัจจุบันให้บริการที่สนามบิน
ดอนเมือง,อืม
ภูเก็ต,โคเก็บ
แล้วเริ่มเข้าไปให้บริการที่,แล้วเริ่มเข้าไปให้บริการที่
เอ่อ สนามบินสุวรรณภูมินะครับ,สวัสดีครับ
ก็ส่วนแบ่งกําไรเนื่องจากว่า เอ่อ,แล้วก็ส่วนแปลงกันใบเนื่องจากว่า
sal เป็นเป็นเหมือนโฮลดิ้งแล้วไปjointเราก็ได้บันทึกเฉพาะส่วนแบ่งกําไร,เป็นเหมือนคอลดิ้งแล้วเป็นจอยน์เราก็ได้บันทึกเฉพาะส่วนแหม่งกำไรส่วนแหม่ง
ส่วนกําไรที่salได้แบ่งมาใน9เดือนแรกของปีนี้นะครับก็อยู่ที่เกือบเกือบ250ล้านบาท249.9,เป็นกำไรที่ SL ได้แบ่งมาใน 9 เดือนแรกของปีนี้นะครับก็อยู่ที่เกือบ 250 ล้านบาท 249.9
เทียบกับ 9 เดือนแรกปีที่แล้ว 43 ล้าน,ครับ ครับ ข้าวเดือนแรกมีแล้วสิบสามละ อันโปรปะ
เพราะว่า,อ่า
ปีที่แล้วเนื่องจาก,แล้ว
covid 19,ว่า
สายการบินสนามบางสนามบินยังไม่มีไฟลท์บินนะครับ,สถานบ้านสถานบินยังไม่มีไฟล์บินนะครับ
กําไรก็ยังน้อยหน่อย,ใน 99.9%
แต่ปีนี้เรียกว่ากําไรโตขึ้น,ปีนี้เรียกว่า ทำอะไรโตขึ้น
แทบจะ 5 เท่าตัว,จะฮาทเท่าตัว
นะครับ นี่คือกําไรส่วนที่ sal,นี่คือคำดายส่วนที่เอเชียลแบ่งมา
แบ่งมานะครับ,แบบนั้นครับ
ที่ aotga,อร่อยกว่า
ก็เรียกว่าพูดง่ายๆ กําไรก็คูณ 2 นะครับ,คุณงานกับใบรักษณ์ก็คืนสอง
เข้า 9 เดือนก็คือ 500 นะครับ,กล้าเดือเบาคือ 500 นะครับ
แล้วส่วนของ ทริพเพิลไอ,แล้วส่วนของที่ไหว
เราได้ถือหุ้นที่ sal 23%,ในประหลาดที่ SAR 23
เราก็ได้ส่วนแบ่งกําไรมา,ก็ได้ส่วนใหม่ ๆ มา 50-50
55ล้านบาท,แล้ว
ก็จะเห็นว่านี่คือ,เพื่อถึงว่า นี่คือสองส่วน
2 ส่วนหลัก,สมดักที่
ที่ทางเราได้ไปลงทุนนะครับ,ทางที่เราได้ไปลงทุนนะครับ
จริง ๆ มันมีตัวรายได้ด้วย,ที่มินมิตุเอาไหล่ได้
คือตัวลูกเรานี่,ตัวลูกเรานี่อะ
กลายเป็นว่าเรามีลูกที่ใหญ่มาก,มีว่าเรามีรูปที่ใหญ่มาก
มีรายได้เยอะกว่าแม่ซะด้วยซ้ํา,ใดๆ เยอะแบบ แม่จะได้ทำ
ก็เป็นตัวหลักทําให้ส่วนที่เป็นกําไรที่มันโตขึ้นทั้ง,มันเป็นตัวหลักทำให้ส่วนที่เป็นส่วนแบบกำไรที่มันโตขึ้นทั้งการ
9 เดือนนะครับ,แล้วเราก็จะต้องการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการการ
แล้วเปรียบเทียบกับก่อนหน้านะครับ,เทียบๆ กับขวัญหน้านะครับ
ขณะเดียวกันก็มีตัวที่ทําธุรกิจขนส่งทางเรือนะครับ,ด้วยกันก็มีตัวที่ทำธุรกิจขนส่งทางเรือนะครับ
ทั้ง ECU worldwide,เอ็กกูเวอร์ว่า
แล้วก็ CK อันนี้ก็ยอมรับว่า,อันนี้เขายอมรับว่า
ถ้าทําธุรกิจที่โดยเฉพาะขนส่งทางเรือเนี่ยด้วยค่าระวางนะครับ,การทำธุรกิจที่โดยเฉพาะขนส่งทางเรือเนี่ย ด้วยค่าระวางนะครับ
รายได้มันลดลงต่อหลายล้าน gp,ได้มันว่าลงต่อแล้วบรรชีพีเต็ม
แต่ gp,ทีเบียกต้อง
ก็ต้องลดลงตามสัดส่วนนะครับ,ต้องลดลงตามสัดส่วนนะครับ
อย่างตัวอย่างECUจะเห็นได้ชัดว่า,อย่างอีกคู่จะเห็นได้ชัดว่า
9 เดือนแรกปีนี้เขามีรายได้,เดือนแรกปีนี้ก็มีเลยได้ 300 บาท
300 ล้าน,ส่งไว้การเสียบุรก
296 ล้าน แต่เทียบกับ,ที่มม์กับ
ปีที่แล้ว 9 เดือน เขาประมาณ 1000 ล้าน,"แล้ว 9 เดือน ช้อปัน 1,000 ล้าน"
ก็เนื่องจากค่าระวางนะครับ,ก็เนื่องจากขั้นระหว่างนะครับ
volume ปริมาณเขาก็ยังทําได้ดี,รุ่นปริมาณเขาเองทำได้ดี
ยังโตขึ้น แต่เนื่องจากค่าระวาง,โตขึ้นแต่เนื้อจากฆ่าระวัง
ต่อตู้ต่อหน่วยมันลดลงมากนะครับ,ตอนหน่วยมาร่วมลงมากนะครับ
ก็เรียกว่าลดลง 70%,อ๋อ เรียกว่า โลก มอง เจ็บ
เปอร์เซ็นต์นะครับ,นะครับ
ส่วนแบ่งกําไรก็ยังดีอยู่นะ,กําไรก็ เอ่อ เส้น นึง ดี อยู่ นะครับ หกล้านยี่
6 ล้านจริง ๆ,ที่เยี่ยมแบรนด์คัน
มูลค่าต้นเขาก็ดี,ต้นเขาก็ดี
นะครับแต่ว่าเนื่องจากอย่างที่บอกค่าระวางเช่นเดียวกันของCKก็ภาพเดียวกันนะครับก็ในส่วนของSea Freightจะเห็นว่าเรากําไรในส่วนตรงเนี้ยที่ได้แบ่งมาก็จริงแต่เทียบกับปีที่แล้วเนี่ยลดลงไป70%ด้วยสาเหตุอย่างที่ได้เรียนนะครับว่าค่าระวางมันลดลงก็ทําธุรกิจตรงเรื่องของSeaอย่างเดียวก็ต้องมีผลกระทบนะครับ,แต่ว่าเนื่องจากอย่างที่บอกค่าระวังเช่น อึกันของ CK ก็ภาพเดียวกันนะครับก็ในส่วนของ C เผื่อเทียดว่าเราทำอะไรในส่วนตรงนี้ที่ได้แบ่งมาก็จริงแต่เทียบกับปีแล้วลดลงไป 70% ด้วยสาเหตุอย่างที่ได้เรียนนะครับว่าค่าระวังมาลดลงก็ทำให้ธุรกิจตรงเรื่องของ C อย่างเดียวก็ต้องมีผลกระทบนะครับ
ขณะเดียวกัน,แบบนี้
สิ่งที่เราไปลงทุนตั้งแต่แรกเริ่มหลังเข้าตลาดคือ,สิ่งที่เราไปลงทุนตั้งแต่แรกเริ่มข้อตลาดคือ
ธุรกิจที่บรรจุภัณฑ์,เมื่อกี้ที่ประจุพันธ์
หรือ dg packaging,ในดิจิแพ็คเก็บจริง
สินค้าอันตรายนี้,อันตรายเนี่ย
เราได้ Backfire หุ้น 50%,แล้วแบ็คไฟล์อยู่อยู่ 50%
ของแบบ dgp ที่สิงคโปร์นะครับ,แบบ DGP ที่ซิงคโปร์นะครับ
เขาก็ยังทํากําไรต่อเนื่อง,ก็ยังทํากับใบต่อเนื่อง
รายได้ แล้วก็,ได้ แล้วก็
กําไรขั้นต้นของเขาก็ใกล้เคียงกับปีที่แล้วนะครับ,ทำอะไรข้างต้นของเขาก็ใกล้เคียงกับปีที่แล้วนะครับ
ก็เอ่อปีนี้9เดือน37.5ล้านถือหุ้น50%ก็จะได้ส่วนแบ่งมา17ล้าน,ปีนี้ 9 เดือน 37.5 ล้านถือ 50% ก็จะสนับมา 17 ล้าน
ก็ทั้งหมดเนี้ยนะครับก็ได้ทั้งจากANIได้จากทั้งที่aotgaผ่านsalนะครับจากกลุ่มECU worldwideและDG packaging ก็ทําให้,ทั้งหมดนี้นะครับ ก็ได้ทั้งจาก ANI ได้จากทั้งที่Otka ผ่าน SAL นะครับ จากกลุ่ม X-Google Worldwide และ Digital Packaging แล้วทำให้
มีกําไร,กำไร
ส่วนแบ่งกําไรในส่วนนี้ก็คือ,แบงก์การ์แบนในส่วนนี้ก็คือ 423 ล้าน
423 ล้านนะครับ,นะครับ
ก็เป็นส่วนหนึ่งทําให้ผลประกอบการของเราอยู่ที่,ที่ส่วนหนึ่งทำให้ผลประกอบของเราอยู่ที่
เอ่อ462ล้านนะครับก็เป็น record new high นะครับแต่ถ้าไปดูว่าเป็นกําไรเฉพาะเอ่อส่วนแบ่งกําไรเฉพาะรายไตรมาสนะครับก็เอ่อไตรมาสที่สามเนี่ยส่วนแบ่งกําไรเฉพาะตรงตัวเนี้ยนะครับก็อยู่ที่137ล้านตรงตารางข้างล่างเราจะแบ่งให้ดูว่า,462 ล้าน ก็เป็น Record New Highแต่ถ้าไปดูว่าเป็นกำไรเฉพาะส่วนแบ่งกำไรเฉพาะรายไตมาสก็ไตมาสที่ 3 ส่วนแบ่งกำไรเฉพาะตรงตัวนี้ก็อยู่ที่ 137 ล้าน ตรงตารางทั้งล่างเราจะแบ่งให้ดูว่า
ก็จะเห็นว่าทั้งไตรมาสสอง,แต่เห็นว่าตั้งแต่มาสองแล้วแต่มาสิบ
และไตรมาสสาม,ต้องกดไอ้
ก็ใกล้เคียงกัน,และเชียงการ
เทียบกับปีที่แล้ว,พี่เล่าเนี่ย
ก็จะโตขึ้นเกือบเท่าตัวนะครับ,จะโตขึ้นกับเท่าตัวนะครับ
เพียงแต่ว่าไตรมาสสาม เนี่ย,เรียกว่าใต้มาสามเนี่ย
ถ้าเทียบไตรมาสสอง,ที่อัพยาปัจจัยมาส่ง
นักลงทุนอาจจะมอง,ก็ได้
เอ๊ะ มันลดลงนิดนึง เพราะไตรมาสสอง,มันลดลงนิดหนึ่ง เพราะไทยมาส 2
140,ร้อยซีดี
เกือบเกือบ146ล้านแต่ว่าไตรมาสสามปีนี้เนี่ยส่วนแบ่งกําไรในส่วนตรงเนี้ยมันลดลงเล็กน้อยนะครับอันนี้ก็คือจริงจริงแล้วมันมีส่วนที่salตัวaotgaเนี่ยกําไรเขาน่าจะได้ดีกว่านี้นะครับปกติเขากําไรต่อเนื่องแต่เผอิญบริษัทเอ่อaotgaเนี่ยบริษัทเอโอทีทีเป็นบริษัทลูกของเอโอทีเขาจะมีรอบปิดบัญชีเรียกว่ารอบปีปิดที่เดือนเก้า,ก็ 46 ล้าน แต่ว่าไตรมาสาปีนี้เนี่ยส่วนหมายกำไรในส่วนตรงเนี้ยมันลดลงเล็กน้อยนะครับอันนี้ก็คือจริงๆ แล้วมันมีส่วนที่SAL คตุออสก้าเนี่ยกำไรเขาน่าจะได้ดีกว่านี้นะครับปกติเขากำไรต่อเนื่องแต่เบิร์นแบบ ออสก้าเนี่ยแบบ AOTJ เป็นแบบลูกของ AOTเขาจะมีรอบปิดบัญชีเรียกว่ารอบปีปิดที่เดือน 9
งบปีเขาจบที่เดือน9,ปีเขาจบที่เดือนกลาง
แล้วปกติเวลาครบปี,แล้วปกติเวลาครบปี
จะมีการตั้งสํารอง,มีการตั้งสับลอง
และผลประกอบการที่ดี,เพราะพวกต่างที่ดี
เขาก็เลยติดตั้งสํารองโบนัสเพิ่มขึ้น ก็เลยทําให้ผลประกอบการเทคนิคลี่เนี่ย,ก็เลยตั้งสำรองโบนัสเพิ่มกิน ก็เลยทำให้ผลประกอบการ
เดือน 9,ข้อมูล
ก็เลยน้อยกว่าปกติ,และน้อยบอกว่า
ก็เลยทําให้มันลดน้อยลงนะครับ แต่ว่าพอปีหน้าคาดการณ์จากหลายสาเหตุ,ก็เลยทำให้มันลดน้อยลงนะครับแต่ว่าพอปีหน้า คาดการณ์จากหลาย ๆ สาเหตุ
เขาก็ยังต้องโตต่อเนื่องนะครับ อันนี้เรียกว่าเป็นเรื่องของทางเทคนิค,ก็จะต้องโตต่อเนื่องนะครับ อันนี้เรียกว่าเป็นเรื่องของทางเทคนิค
ที่ลดลงเฉพาะในส่วนที่เป็นส่วนแบ่งกําไรจากส่วน sal,มีลดลงเฉพาะในส่วนที่เป็นส่วนแหมดกลำไดจากส่วน SAL
นะครับ,ครับ
ถัดมาก็ใช้ภาพนักลงทุนนะครับ ในเรื่องของผลประกอบการ ในส่วนของรายได้,มาก็ใจภาพและลงทุนนะครับ ในเรื่องของผลประกอบการในส่วนของรายได้
ส่วนที่เป็น,ออกมา
organic ของเรานะครับ ก็อย่างที่ได้เรียนนะครับ ภาพรวม 9 เดือน,ก็อย่างที่ได้เรียนนะครับ ภาพรวม 9 เดือน
"1,276ล้านนะครับถ้าเทียบเอ่อกับเก้าเดือนที่แล้วมันลดลง42%นะครับ แล้วก็ถ้าไปดูรายไตรมาสก็จะเช่นเดียวกันนะครับก็",16 ล้านนะครับ ก็เทียบกับ 9 เดียวที่แล้วมันล่มลง 12% นะครับแล้วก็ถ้าไปดูไลน์ตรายมาดก็จะเช่นเดียวกันนะครับ
เอ่อเฉพาะคิวสามนะครับของเราตอนนี้เหลือประมาณเกือบเกือบ400ล้าน 398ล้านก็หลักหลักก็ค่าระวางที่มันยังลงต่อเนื่องโดยเฉพาะ,เฉพาะ Q3 นะครับของเรา ตอนนี้เหลือประมาณกลับๆ 400 ล้าน สามหรือ 98 ล้านก็หลักๆ ก็ข้าระวังที่มันยังลงต่อเนื่องโดยเฉพาะ
Seaเนี่ยลงยังลงแล้วก็ไม่มียังไม่ได้ขึ้น ยังไม่มีสัญญาณ,ลง ๆ ลง แล้วก็ไม่มี ยังไม่ได้ขึ้น ยังไม่มีสัญญาณ
สัญญาณเริ่มจะขึ้นมานะครับ แต่ว่าในช่วงไตรมาสสาม เนี่ยเทียบกับ,เป็นยานเริ่มจะขึ้นมานะครับ แต่ว่าในช่วงไตรมาส 3 นะเทียบกับ
ต่อปีที่แล้วค่าระวางก็ลงนะครับ เดี๋ยวมีตัวเลขให้ดูนะครับ ก็เลยทําให้รายได้ในส่วนของ,ทีนี้แล้วข้าระหว่างก็ลงนะครับ เดี๋ยวมีเตอร์เร่งให้ดูนะครับก็เลยทำให้รายได้ในส่วนของ
กลุ่มที่ไปตรงนี้ ไตรมาสสาม มันอยู่ที่,ที่ไปตรงนี้ ใบมาส 3 มันอยู่ที่
ถ้าเทียบกับ,ที่เอาไป
เป็นปีที่แล้วก็ลด 46%,เป็นปีที่แล้วก็รอดภีร์
เทียบกับไตรมาสก่อนหน้านี้ ลบไป 10%,กับไตรมาทของนานลงไป 10%
นะครับ แต่สัดส่วนรายได้ก็ยังเป็น,แต่สัดส่วนรายได้ยังเป็น
เรียกว่ากลุ่มธุรกิจทางอากาศเนี่ย ประมาณครึ่งนึง ไม่ว่าจะปีนี้หรือปีที่แล้วนะครับ แล้วประมาณ,กลุ่มธุรกิจภาคอากาศประมาณครึ่งหนึ่ง ไม่ว่าจะปีนี้หรือปีที่แล้วนะครับ
30%,ตามสิทธิ์เปอร์เซ็นต์
ก็จะเป็นส่วนที่มาจาก,ก็จะเป็นส่วนที่มาจาก
กลุ่มธุรกิจเคมี,บางอย่าง
ภัณฑ์และสินค้าอันตราย,แล้วสิ่งที่ท่านตอบรับ
อันตรายนะครับ,นะครับลูกจิต
โลจิสติกส์ปีนี้สัดส่วนเค้ากลับมาปกติ,พิสเต็มปีนี้สักส่วนเขากลับมาปกติ
ก่อนหน้าที่เค้าเยอะในปีที่แล้ว,น่าที่เขาเยอะ เรียกพิธีแล้วพอว่า
เพราะว่าเค้ามีสัดส่วนที่,และมีสัญญาณส่วนดี
ขนส่งทางทะเลที่รายได้เขาโตอย่างค่าระวาง,ส่งทางทะเลที่รายได้เข้าโตอยากท่าละวัน
อย่างที่บอกนะครับ,ปีนี้ก็ไม่มี
ปีนี้ค่าระวางกลับมาปกติ,ก็เราก็มันปกติ
สัดส่วนของโลจิสติกส์ก็อยู่ที่ประมาณ,สัดส่วนของลูกฟิศสิทธิ์อยู่ที่ประมาณ
14-15% ราว ๆ นี้นะครับ,สิบสี่ สิบห้าเปอร์เซ็นต์ ระหล่างนี้นะครับ
แต่ถ้าไปดูตรงสุ่มตารางด้านล่างนะครับ,แต่ถ้าไปดูตรงศูนย์ตารางด้านล่างนะครับ
ก็เลือกว่าเป็นอัตรากําไรขั้นต้น,เพื่อฝากเป็นตัวกรรมคันต้น
ก็อย่างที่เรียนว่า,ที่เรียนวัฒนาทับ
ถ้าใบขั้นต้นเนี่ย เราก็,ในขั้นต้นเนี่ย
287 ล้าน เรา,ส่งรวดไปเจ็บเจ็บแล้ว
ลดลง 35 %,ลดลง 35%
อย่างที่บอกว่าลดลงน้อยกว่าการลดลงของรายได้,ที่บอกว่ารดลงน้อยกว่าการลดลงของรายได้
ก็คืออะไรครับ,ก็คืออะไรครับ คำร้ำ
เรามีอัตราทํากําไรที่ดีขึ้น,ทำอะไรที่ดีขึ้น
เราจะไปดูเฉพาะไตรมาสที่สาม,บรรยายที่ไปดูเฉพาะ ไทยมาทิศธรรม ที่ไอ้เอง
จะเห็นชัดเจนว่า,ชัดเจนว่า
เราก็ได้การปรับตัว ทําให้อัตรา,เราก็ในการปรับตัวทำให้
profit margin,โปรดมะเทียน
ถ้าเทียบ,ทักเทียม
รายได้เนี่ยเทียบคิวออนคิวเนี่ยลดลง,เทียบ Q1Q ลดลง
แต่ถ้าเป็นGPนะครับกำไรข้างต้นนี่,แต่ถ้าเป็น GP อำนวยค์ขั้นต้น
คิวออนคิวเราโตขึ้นได้ทั้งหมดโต14%ก็คือเราสามารถบริหารจัดการให้มีกําไรที่ดีขึ้น,อยู่ออนคิวแล้วโตก็จะจำละโต 14%ก็คือเราสามารถแบรนด์จัดการให้มีกำไรที่จะขึ้นถึง
ถึงแม้ค่าระวางจะไม่โตแต่เราก็ไปบริหารจัดการน่ะไม่มีกําไรที่ดีขึ้นนะครับ,แม้ค่าระวังจะไม่โต แต่เราก็ไปแบ่งจัดการทำให้มีกำไรที่ดีขึ้นอีกนะครับ
แต่แน่นอนถ้าเทียบกับปีที่แล้วเนี่ยมันลดลงเมื่อปีที่แล้วเนี่ย,ถ้าเทียบกับปีอีกแล้ว มันลดลงกว่าปีอีกแล้ว
กําไรขั้นต้นกับค่าระวัง,กับ พระรวามน้อย
มันเยอะมากนะครับ ก็,เยอะมากนะครับ
อันนี้ก็เป็นอัตราที่,แน่นดีกว่าไปอย่างน้อยก็ได้
ให้เช็คจากนักลงทุนนะครับ,ใช้จากนักลงทุนนะครับ
ถ้าไปดูเฉพาะ,ดูเฉพาะ
gpm,ที่
นะครับ ของไตรมาสสาม,ของไตรมาส 3 เมืองเดียวนี้
อย่างเดียว 26%,นี่ผมว่า
เปอร์เซ็นต์,เป็นเช่น ๆ
ที่สูงนะครับ,ที่สูงนะครับ
และก็เช่นกันนะครับ ถ้าเป็นอัตรา,ก็เช็ดกันนะครับถ้าเป็นหัตถุวา
ถ้าไปดูกําไรขั้นต้น,ก็ไปดูกำแหน่งข้างต้น
จะเห็นว่ากลุ่มธุรกิจเคมีภัณฑ์,กลุ่มธุรกิจเคมีพันธุ์
ก็เรียกว่ามีกําไร ส่วนแบ่งกําไร,เรียกว่ามีกำไรส่วนไปกำไร
มีกําไรขั้นต้นที่พอ ๆ,ก็เป็นขั้นต้นที่พอ ๆ กับ
กับทางอากาศเลยก็คืออะไรครับ,ถ้าจัดเลย คืออะไรครับ
คือกลุ่มธุรกิจเคมีภัณฑ์สามารถบริหารให้มี,หรือกลุ่มโฆษ์เก็บเคมีทันสามารถไปบริหารให้มี
margin ที่ดี,เจ็ดดีดี
โดยเฉพาะถ้าเป็น margin,เฉพาะถ้าเป็นมาจิ้น
ของ chemical,อันที่ 6
เทียบกับรายได้ของเขาเอง,ก็ไปได้ของเขาเองเนี่ย
อัตรา margin ของเขาถึง 30%,ต่อมาจิตของเขาถึง 30%
ก็เป็นส่วนหนึ่งทําให้อัตรา,เป็นส่วนหนึ่งทำให้
profit margin,วิทยาลัย มินทร์
ของกลุ่มธุรกิจทริพเพิลไอ,ของกลุ่มเว้ย ธุรกิจที่ปลาย
โดยเฉพาะส่วน organic,ก็ส่วนออกแกร่งเนี่ย
