text,start,end
 1.8 billion baht you can see that the entry level to,2023.458,2026.938
 product has been brought down.,2028.618,2030.874
 through this condominium.,2031.018,2032.89
" I guess, uh, The Reads",2033.418,2035.194
 since the inception no when I was,2036.106,2038.938
 Based on a very,2040.042,2041.53
" which is,",2044.362,2046.906
 The segment we call in real,2047.05,2049.312
 estate is high-end segment.,2049.312,2051.8979999999997
" So, I would say",2052.426,2054.778
 We feel we left out some customer,2054.826,2058.251
 who might want enjoy,2058.251,2060.154
" nirvana product, nirvana DNA.",2060.394,2063.994
" Let's say, nāvāna-bīyāna, or even nāvāna-dī-fāi",2066.25,2069.754
 which is about eight million baht,2070.09,2072.634
 But this one is about,2074.122,2076.09
 2 or 3 million baht,2077.194,2078.778
 Condominium unique.,2079.114,2080.698
" Double space, nirvana DNA",2081.034,2083.482
 The whole enchilada is put into this,2085.066,2087.898
 about 80-90 square meters.,2088.138,2092.026
 It's an opportunity for those who might,2092.074,2094.33
" Appreciate Navana products, to be able to",2094.57,2097.978
 enter into our,2098.314,2100.282
 As for administrative issues,2106.474,2109.589
", I guess dividends are all done, being paid",2109.589,2113.0499999999997
 Last month already,2113.386,2115.066
 The year was about 3%.,2115.114,2117.946
 We...,2118.378,2120.058
 have to retain some cash to,2120.202,2122.554
 To roll out the new project,2124.618,2127.228
 as we mentioned.,2127.228,2129.466
 So dividend is about 3% which is I,2129.61,2132.0820000000003
" think it is, hopefully it's more",2132.0820000000003,2134.5540000000005
 are acceptable for the shareholder base,2134.698,2137.626
" More importantly, probably",2140.842,2143.9590000000003
 is the name change.,2143.9590000000003,2145.6900000000005
 never not die II,2146.314,2148.666
 What's our name when no one ah,2149.674,2152.602
 Entered into,2153.898,2155.482
 The stock exchange I'd say,2155.818,2158.074
" Uh, no, I'm not",2158.314,2159.706
" Originally, we were called",2160.042,2162.202
 The one I development already,2162.25,2164.218
 Prior to listing,2164.554,2165.85
 It's a pure development company.,2166.954,2169.402
 but uh m&a in 2007,2170.602,2173.914
" In 2017, when it was",2174.634,2176.77
" finalized, early 2017,",2176.77,2178.906
 We,2179.146,2180.634
 we do an M&A with a listed,2180.97,2183.5559999999996
" company, DaiYi Group.",2183.5559999999996,2185.8179999999998
" After the MLA, we changed the Dai-",2189.034,2191.215
Ii Group into the Navana Dai-Ii.,2191.215,2193.594
" But now, uh,",2194.41,2196.474
 The change back to the Neurona,2196.618,2199.101
 Development name is the,2199.101,2201.274
 We want to send the,2201.322,2202.714
 The signal back to the market that we,2202.954,2205.7200000000003
 want to refocus in development.,2205.7200000000003,2208.762
 If you follow,2209.002,2210.778
" Now, when I close you will see that",2210.922,2213.946
" Asset Based is very, very much",2213.946,2217.306
 main one piece,2217.642,2219.13
 The pandemic slow us down for,2224.65,2227.29
 almost 3 years.,2227.434,2228.73
 We're not able to utilize those asset base.,2230.89,2234.01
 in conjunction with this name,2235.498,2237.5860000000002
 chain in conjunction with the,2237.5860000000002,2239.6740000000004
 The business direction we want,2239.914,2242.5780000000004
 launch 9 new projects in one year.,2242.5780000000004,2245.2420000000006
 highest in our history.,2245.578,2247.258
 is,2247.594,2248.89
" It's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's,",2249.13,2251.458
" it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's,",2251.458,2253.786
 Come back and focus on development.,2255.85,2258.394
 capacities that we,2259.018,2260.9900000000002
 have coming through the group.,2260.9900000000002,2263.2900000000004
 would be used to support,2263.626,2265.402
 our self in in terms of development.,2265.834,2269.434
 More Than,2269.77,2271.546
 We use the extra capacities to,2271.786,2274.33
 The others as we might have been in the past say,2275.914,2279.706
 This section has come to an end.,2281.194,2283.258
" So on behalf of The Stock Exchange of Thailand,",2283.402,2286.33
" I would like to thank you, Investor and",2286.666,2288.8010000000004
" Corporate, for joining the conference.",2288.8010000000004,2291.1300000000006
 We look forward to welcoming you all again in the next Q2.,2291.37,2294.97
 Thank you so much.,2299.338,2301.114
