,text,start,end
306,ทีนี้เป้าหมายของบริษัทก็ยังเหมือนเดิมนะ,975.114,977.922
307,ครับ อันนี้ก็อาจจะยังไม่อัปเดตเพราะว่า,977.922,980.73
308,เรากำลังเริ่มทำแผน 25 ปีข้าง,981.066,983.97
309,หน้านะครับ คือ 2024 หรือ 2028 นะครับ,983.97,986.874
310,เราก็จะมีการรีวิวว่าแบบ R&B นะครับว่า,987.21,990.234
311,ว่ามันมี สิ่งแวดล้อมในห้าปีข้างหน้าจะมีการเปลี่ยนแปลงในเป้าเนอะ,990.57,994.362
312,แล้วก็,994.986,995.898
313,ตอนนี้เรายังไปตามแผนมีเรื่องอะไรใหม่ๆ,999.114,1002.45
314, เราอาจจะต้องปรับแผนหรือมีแผนเดิมที่บางอย่าง,1002.45,1005.786
315,ไม่เวิร์คเราอาจจะต้องเอาออกไปนะครับหรือว่ามีอะไรเล็งไป,1006.122,1009.818
316,เพราะอย่างที่ท่านทราบว่าโลกมันเปลี่ยนแปลงค่อนข้างเร็ว,1009.866,1012.89
317,วันนี้เราก็เจอกันรีวิวสิทธิ์แผนนะครับ เราก็เพิ่ง,1013.514,1016.994
318,ประชุมกับทีมเนเจอกันไปเมื่อสัปดาห์ที่แล้วนะครับ,1016.994,1020.474
319,ในขณะที่ Developer แผน สองพันยี่สิบสี่ถึงสองพันยี่สิบแปด,1020.81,1024.314
320,รับปีกข้างหน้านะครับ,1025.706,1027.098
321,อย่างจริงแล้ว ทางเนื่องจากผู้ถือหุ้นเรา,1027.242,1030.458
322,อีกส่วนกลุ่มหนึ่งก็คือทางบริษัทธรรมดา,1031.562,1033.65
323,ไฟใต้บริษัทยุโนโลยีเอเชียเนี่ย,1033.65,1035.7379999999998
324,ก็ได้มีการรีเควสกับทางอินเตอร์ฟาร์ม่า,1036.458,1039.777
325, หมายถึงว่าอยากได้เป็นแผน 15 ปี,1039.777,1042.266
326,ซึ่งเราก็ได้มีการทำ,1042.986,1045.842
327,แผนเป็น 2024-2038 นะครับ,1045.842,1048.698
328,เพราะ 15 ปีข้างหน้าเนี่ยเราจะมีพัฒนาการในเรื่องอะไรต่างๆ,1049.322,1053.018
329,ซึ่งก็ถูกต้องนะครับเพราะว่าไม่ว่าจะเป็นธุรกิจน้ำมัน,1054.026,1056.919
330,หรือธุรกิจยา มันเป็นธุรกิจที่ค่อนข้างระยะยาว,1056.919,1059.45
331,ใช้เวลาทำสมบัติรวม,1059.978,1061.658
332,ในการจะขึ้นทะเบียนในการจะใช้เทคโนโลยี,1062.858,1065.662
333,ทางเฟ้อในการที่จะพัฒนาในวัฏกรรมซึ่งเป็นเป้าหมาย,1065.662,1068.666
334,ผมไปสัตว์ในระยะยาว,1069.002,1070.682
335,อันนี้ก็เป็นช่องเป้านะครับ,1073.034,1075.578
336,อันนี้สำหรับ,1075.914,1077.594
337,ปัจจุบันตอนนี้ไตรมาส 3 เรายังไม่ได้ปิดนะครับ,1077.738,1080.57
338,งั้นข้อมูลขณะการเงินล่าสุดก็ยังเป็นไปมาก 2 ครับ,1080.714,1084.314
339,คิดว่าหลายน่ะก็คือหลายท่านคงทราบดีนะครับจากที่เรา,1084.65,1087.77
340,หมดแจ้งตลาดไปแล้วนะครับ,1088.106,1089.786
341,ก็จะไปเร็วๆ นะครับ,1090.41,1091.802
342,ก็ก่อนจะพูดก็อยากจะพูดถึงว่า,1092.33,1095.546
343,คือจริงๆแล้วไตรมาส 1 จะอยู่ประมาณ 400 กว่าร้อย,1095.882,1099.335
344,แล้วก็กำไรประมาณ 40 บาท แต่ก็ยอมรับนะครับว่า,1099.335,1103.034
345,แต่พอรับปีนี้นะครับ อย่างที่ได้เรียนไปนะครับ,1103.274,1106.394
346,เพราะว่า เอ่อ ตั้งแต่ไตรมาส 2 3 4 เนี่ยเราจะเริ่มมีจาน,1106.73,1110.618
347,เพราะกำไรเนี่ย,1111.818,1112.922
348,ที่ได้เนี่ยไปใช้,1113.066,1114.458
349,เป็นการสร้างแบรนด์ในแหล่งนี้ครับ,1114.506,1116.282
350,ก็คืออย่างเช่นเวลาพลาดนะครับ,1116.714,1119.642
351,ยาสีฟ้าอยู่นะครับ,1119.978,1122.138
352,แล้วก็โปลแบ็กซ์นะครับ โปลแบ็กซ์ซึ่งปัจจุบันภายใต้,1122.57,1125.984
353,สมาชิกของโปลแบ็กซ์เนี่ยก็มีเทรดพันธุ์ค่อนข้างหลากหลายนะครับ,1125.984,1129.626
354,เพราะฉะนั้นเราก็ยอมรับอย่างหนึ่งว่า,1130.346,1132.7
355,เราจำเป็นที่จะต้องเอาเงินไปสร้างแบรนด์,1132.7,1135.29
356,ซึ่งเราบอกว่าการสร้างแบรนด์ก็เหมือนการสร้าง Intentional Asset,1135.722,1139.034
357,ในเชิงของบัญชีและการเงิน,1139.082,1141.146
358,คุณจะตีว่าเป็นค่าใช้จ่ายนะครับ,1141.482,1143.45
359,แล้วก็ เราก็คิดว่ามันก็จำเป็นนะครับเพราะว่าเรา,1145.13,1148.442
360,มีแผนที่เราจะเติบโตในระยะกลางจะยาวเลย,1148.682,1151.802
361,เพราะฉะนั้นเนี่ย เราก็,1152.234,1153.818
362,คิดว่าเราไม่สามารถจะเอากำไรเพื่อโชว์นะครับ กำไร,1153.866,1157.38
363,ดีแต่ว่าระยะสั้นดีแต่ระยะกลางระยะยาวอาจจะไม่,1157.38,1161.1139999999998
364,ไม่ดีเท่าไหร่นะครับ,1161.45,1162.554
365,เราก็ยังอยู่ในช่วงที่จะเป็นการลงทุน,1162.794,1165.218
366,นะครับในในเรื่องต่างต่างไม่ว่าจะการปรับ,1165.218,1167.642
367,ปลูกโรงงานเป็น EU Standout,1167.69,1169.754
368,การขยายสาขาของร้านแหล่งประมวล 4 การปรับปรุงโรง,1170.282,1173.906
369,พยาบาล ให้เป็นรัฐบาลสากลเพื่อรองรับระยะยาว,1173.906,1177.53
370,การที่จะสร้างแบรนด์ผลิตภัณฑ์ใหม่ใหม่,1178.346,1180.87
371,ให้ผู้มีโรครับรู้นะครับมากขึ้น,1180.87,1183.674
372,เพราะฉะนั้นอย่างตรงด้านนี้ไตรมาส 2 เนี่ย ทางจริง ๆ แล้ว,1185.354,1188.954
373,ถ้าเราเอา,1189.194,1190.97
374,ใช้จ่ายในโภชนากลับ,1191.21,1193.093
375,เข้าไปจริงๆแล้ว รายได้,1193.093,1195.29
376,โดยเฉพาะคำแบกเนี่ย น่าจะไม่ได้แตกต่างจากไปมากนึง,1195.626,1198.65
377,พอเรามีการเอาเงินกำไรบาง,1199.37,1201.303
378,ส่วนไปดีก็สนานาก็จะทำให้,1201.303,1203.4499999999998
379,ออนไลน์มัน,1203.594,1204.41
380,แล้วลงไปตามชักแชร์โฆษณาที่เราเอาไปใช้,1204.458,1207.77
381,แล้วก็ส่วนไตรมาส 2 เราจะเห็นว่าเลขมนู,1208.298,1211.099
382,นี้ต่ำกว่าไตรมาส 1 ก็นึกออกว่า,1211.099,1213.434
383,ในด้านม้าหนึ่งเนี่ยจะมียอดของการจ้าง,1213.482,1216.29
384,ผลิตของเทวา รวมทั้งยอดการจ้างผลิตของ,1216.29,1219.098
385,บริษัท Inubix ซึ่งเป็นบริษัทรูของ ปตท. เนี่ย,1219.242,1222.17
386,เข้ามานะครับในแต่ละวัน,1222.41,1224.186
387,แต่การซัมผลิตด้วยพื้นฐานเนาะจะซัมผลิตเนี่ย,1224.522,1227.642
388,สำหรับการใช้อย่างน้อย 3 เดือนหรือ 6 เดือนนะครับ,1227.978,1231.77
389,มันก็ไม่ทำให้ไตรมาส 2 เนี่ยไม่มียอดการ,1231.914,1234.362
390,สร้างผลิตนะครับ เป็นแง่ของ,1234.506,1236.09
391,ท็อปไลน์หรือรายได้เนี่ยก็เลย,1236.234,1238.394
392,หายไปจากการที่ไม่มียอดการจ้างผลิตใน,1238.538,1241.418
393,แต่ละสองครับซึ่งมีวันหยุดค่อนข้างเยอะนะครับ,1241.418,1244.538
394,วันปีใหม่ไทยเนี่ยก็ก็เป็นเหตุผลในการที่พวกจะต้อง,1244.778,1248.282
395,เจ้าผู้บริการให้มันจำนวนปริมาณมากนะครับ,1248.618,1251.45
396,เป็นมาสองก็เลยไม่มี,1251.594,1253.274
397,ในไตรมาสสาม ไตรมาสสี่เนี่ยก็จะมียอดจ้างผลิตกลับ,1253.418,1256.414
398,เข้ามาเนี่ย ไปซื้อของจากพยาบาล จากใบสถิติตัวนั่นเอง,1256.414,1259.61
399,ที่ที่สร้างรัฐบาลกำหนดยากตาย,1260.234,1262.01
400,ยังไง 2 2,1266.57,1268.538
401,สัดส่วน,1268.682,1269.69
402,นะครับก็,1270.41,1271.706
403,ปัจจุบันเนี่ย,1272.042,1273.146
404,นะครับก็,1274.442,1275.546
405,นะครับ ในแง่ของสัดส่วนนะครับ,1279.626,1281.69
406,ปัจจุบันทุกท่านก็จะเห็นว่าสัดส่วนของทาง,1284.618,1288.246
407,ของคนเนี่ยก็จะผิดของคนก็จะมากขึ้นนะครับ,1288.246,1292.1539999999998
408,หลังจากที่เรามีร้านแล็บซึ่งเป็นร้านขายยาเฉพาะสำหรับคนนะครับ,1292.298,1296.09
409,เราก็จะเห็นว่าสัดส่วนของ,1296.618,1300.026
410,สำหรับข้อเนี่ยเป็น 67.5% นะครับ,1300.17,1302.906
411,สำหรับฝาเนี่ยอยู่ประมาณ 20% แล้วก็,1303.05,1305.415
412,โรงพยาบาลเนี่ยประมาณ 12.7% นะครับ,1305.415,1307.994
413,ถ้าเกิดเอ่อในแง่ของ,1310.634,1312.698
414,มองดี 6 เดือนนะครับ,1313.226,1315.866
415,รายได้ก็เติบโต 35% นะครับ,1316.106,1318.554
416,บ๊วยครับ,1318.986,1320.186
417,บ่าย 10 เน้นนะครับ อย่างเงี้ย,1320.33,1322.37
418,เมื่อกี้มันเป็นรายไตรนะ,1322.37,1324.41
419,อย่างนี้ฟิตเบนก็จะเห็นว่า,1325.322,1327.098
420,ทาง,1328.106,1328.922
421,ของคนก็จะอยู่ที่ 69% นะครับ ของสัตว์,1331.274,1334.1999999999998
422,จะอยู่ที่ 19% แล้วก็โรงพยาบาลเนี่ย 12%,1334.1999999999998,1337.37
423,Cost Profit นะครับ ก็จริงๆแล้วเรา,1339.722,1341.985
424,จะเห็นว่า Cost Profit เนี่ยดีขึ้นนะครับ,1341.985,1344.474
425,สาม เออ,1344.906,1346.106
426,ไม่ว่าจะเป็นครั้งของคนแล้วก็ของสัตว์,1346.442,1348.761
427,นะครับของคนเนี่ยจะเห็นว่า cross-covid,1348.761,1351.29
428,ในไตรมาส 2.37 ขึ้นไป 39 นะครับ,1351.434,1354.458
429,แล้วก็ของสัตว์ก็ 36.,1354.986,1357.026
430,7 เป็น 39.8 นะครับ,1357.026,1359.066
431,ถ้าในแง่ของ 6 เดือน,1359.306,1360.89
432,ก็ใกล้ 41.2 ไม่ 41.4 นะครับ,1361.226,1364.826
433,ของสัตว์นี้ 36 เป็น 38% นะครับ,1365.45,1368.474
434,จริงๆ แล้วจะเห็นว่าการอัตรากำไรขั้นต้นก็,1369.194,1372.591
435,ยังอยู่ใกล้เคียงเดิม หรือปีขึ้นกว่าเดิมเล็กน้อยนะครับ,1372.591,1376.25
436,แต่ว่าตราสารก็จะอยู่ที่ว่าการใช้ตัว Operating,1376.778,1380.568
437, Expense ที่จะเป็นตัวที่จะกระทบใน Profit นะครับ,1380.568,1384.122
438,อย่างเงี้ยเปอร์เซ็นต์ซื้อทีนะครับ เรา,1385.706,1387.9109999999998
439,ก็จะอยู่ใกล้เคียงข้างๆ เดินนะครับ,1387.9109999999998,1390.362
440,แต่ว่าเราจะเห็นว่า Feeling and Administrative Expected เนี่ย,1391.466,1395.354
441,ไปหน้าสองก็จะกระโดดทิ้งมาเลยครับ,1395.498,1397.946
442,27 ในไตรมาสนึงใช้เป็น 33% นะครับ,1398.378,1401.594
443,แล้วก็,1402.602,1403.514
444,หนึ่งสำหรับห้ามหนึ่งก็จะจากยี่,1403.562,1405.698
445,สิบเก้าเป็นสามสิบเปอร์เซ็นต์นะครับ,1405.698,1407.8339999999998
446,ดังนั้นตอนนี้เน็ตโปรฟิกซ์ก็เลยทำให้ไตรมาส,1410.57,1413.477
447, 2 เนี่ย ส่วนใหญ่ส่วนใหญ่ก็ 3.2% จากการที่,1413.477,1416.608
448,เราเอาเงินไปยิงโฆษณากับมือหลายๆแบรนด์นะครับ,1416.608,1419.739
449,ก็เลยขอเวลาที่เหลือนะครับ ก็จะเป็นช่วงของ,1423.914,1427.322
450,บ๊วย คืออันเองเลยครับ,1428.714,1429.818
451,ผมจำได้ว่าใน Opposite Day,1430.346,1432.37
452, คราวที่แล้วเนี่ยก็ตอบไม่ทันนะครับ,1432.37,1434.618
453,พยายามลดให้เสร็จเร็วนะครับ โดยจะย้ายไปตัด Q&A,1435.146,1439.034
454,พ่อมีคำถามนะครับว่า,1439.37,1441.242
455,จากนักลงทุนนะครับว่า ณ ปัจจุบันเนี่ย,1441.674,1444.41
456,ธุรกิจร้านขยาที่เป็นรายใหญ่เริ่มเข้ามา,1444.938,1447.9450000000002
457,แข่งมากขึ้นเช่น ดร.ฟอร์มา โอคอมเซเว่น,1447.9450000000002,1451.226
458,จนถึงหลังขยะของเซเว่น,1451.658,1453.607
459,ที่ลุกเหมือนกันแล้วก็หน้าจอ,1453.607,1455.834
460,โอเค ไม่ใช่,1456.554,1457.562
461,ผมไม่แน่ใจผู้บริหาร,1458.57,1461.018
462,มองเรื่องนี้อย่างไร,1461.546,1463.706
463,และมีวิธีการจัดการกับเรื่องนี้อย่าง,1465.098,1467.57
464,ไรบ้างที่จะทำให้เรา Gain Market Stash,1467.57,1470.042
465,ก็คืออย่างนี้ครับ ปัจจุบันเราก็เลย,1470.762,1474.266
466,แผนของเราเนี่ยส่วนใหญ่ก็จะเป็นเรื่องของการปรับปรุงหรือเรื่องของ,1474.794,1478.298
467,บริการนะครับ,1478.826,1480.218
468,เรื่องของ CIN นะครับ แล้วก็การขยายสาขานะครับ,1480.458,1484.25
469,สำหรับอย่างที่เห็นนะครับว่าในแผนก็จะมีการเปิดที่,1485.354,1489.338
470,อัตยาเป็นนะครับ ส่งสรรค์ข่าว,1489.578,1491.546
471,มีบุคเก็ต 3-4 สาขานะครับ,1492.074,1495.29
472,ก็จะเป็นการขยายสภา,1496.202,1497.978
473,คือธุรกิจหลักฟอร์มสินจริงก็ยอมรับอย่างหนึ่งว่า,1498.506,1501.914
474,เจ้าจุดแข็งเนี่ยก็จะมีเรื่องของการ,1502.25,1504.41
475,ที่มีแปลงนะครับ เพราะทำมา 27 ปีนะครับ,1504.554,1507.098
476,และในแง่ของความน่าเชื่อถือเราก็คิดว่าอยู่ในระดับต้น ๆ,1507.53,1511.226
477,ผมก็ยอมรับว่า,1511.658,1512.954
478,อาจจะอยู่ในกลุ่มของ,1513.002,1516.89
479,E กับ A อะไรอย่างนี้ซึ่งตอนนี้เรา D บวก,1517.034,1519.866
480,ขึ้นไป อีเบ็ดต่างๆ,1519.914,1521.21
481,เราก็เลยมีการที่เราขยายไปสู่,1521.642,1523.951
482,การที่ไปตั้งสักขายในซูเปอร์มาร์เก็ต,1523.951,1526.49
483,ได้แรงกันปากนะครับ,1526.826,1528.602
484,แล้วก็แผนจริงแล้วเราก็มีการทำแผนกลยุทธ์,1529.13,1532.172
485,กันเนี่ยก็มี 7 กลยุทธ์หลักนะครับ ทุ่ม,1532.172,1534.746
486,คุณก็คิดว่าเรา,1535.466,1537.05
487,เราจะดีวันดีคืนขึ้นเรื่อยๆนะครับไป เอ่อ,1537.194,1540.986
488,ผมเองก็เชื่อมั่นว่าหลักภาษีจะดีขึ้นยิ่งขึ้นยิ่งยืดถ้าท่านดู,1541.61,1544.826
489,ผลประกอบการเฉพาะหลักเนี่ยจะเห็นว่า,1545.162,1547.699
490,ทั้งรายได้แล้วก็สมัยก็ดีขึ้นเรื่อยๆ,1547.699,1550.49
491,ก็จะมีหลาย ๆ คนระยุทธ์นะครับ ไม่ว่าจะการขยาย,1553.13,1556.823
492,สังขาร การที่จะจับมือกระทาง OR นะครับ ในการที่จะ,1556.823,1560.7620000000002
493,ไปเปิดร้านใช้ยาในความน้ำมันอะไรหลากหลาย,1561.098,1564.122
494,แต่กลยุทธ์ลึกๆเนี่ยก็ต้องยอม,1565.418,1567.487
495,รับว่าเขาเก็บถึงความลับก่อนนะครับ,1567.487,1569.7859999999998
496,แล้วก็,1572.33,1573.53
497,คำถามถัดมาคือธุรกิจโรงพยาบาลจากที่ดูเราซื้อมา,1574.25,1577.764
498,แพงกับโรงกลม เข้าใจว่าเขามีโรงเรียนท่าใกล้ๆ แต่ก็แพง,1577.764,1581.4979999999998
499,ไม่แน่ใจบอกยังไงที่จะทำให้ธุรกิจนี้ชนะระยะยาวได้,1581.93,1585.53
500,ซึ่งคือก็ต้องยอมรับนะครับว่าโรงพยาบาลมันเป็นธุรกิจ,1586.346,1589.046
501,อินเทรดนะครับเราก็ไปดูโรงพยาบาลมันค่อนข้างมาก,1589.046,1591.578
502,แต่ก็พบว่าเหมือนก็ไม่มีใครขายถูกนะครับ,1592.106,1595.13
503,คือเราก็ต้องมองว่าแพงแล้ววัน,1595.274,1597.3429999999998
504,นี้เราก็ต้องหยอดซื้อเพื่อ มันเป็นการ,1597.3429999999998,1599.6419999999998
505,ถูกมีระยะยาวเลยแหละ,1599.786,1601.274
506,เราจะเห็นว่ามีการ Takeover,1601.514,1603.794
507, ของโรงบาลของหลายๆ กลุ่มทุนเนี่ย,1603.794,1606.0739999999998
508,ผมเองก็เชื่อมั่นว่าไม่มีใครซื้อถูกนะครับถูก,1606.986,1609.818
509,แพงในความอันนี้อาจจะเป็นแพงในความว่าเอออาจจะ,1610.346,1613.946
510,บีอียี่สิบเท่าหรืออะไรต่างๆนะครับ,1614.282,1616.73
511,ก็คิดว่าไม่ต่างกับในอินทรัลสตรีอื่นด้วย,1617.354,1620.188
512,เหมือนกันนะครับ ที่ถ้าถูกก็คงไม่ขายนะครับ,1620.188,1623.258
513,แต่ถ้ามันก็จะมีถูกไปเลยที่,1623.978,1626.306
514,มันไม่ได้โอเคเท่าไหร่ ก็คงไม่,1626.306,1628.634
515,ต้องซื้อไปก็คงจะยากนะครับ,1629.258,1630.938
516,ในแค่ซ้อนพันธุ์เนี่ยเรามีมุมมองว่าเป็นธุรกิจ,1631.466,1634.7859999999998
517,ที่มีกำไรนะ งานที่เราจะไปทำก็,1634.7859999999998,1637.85
518,ก็จะดีกว่าทุกจิตที่มันขาดทุนอยู่แล้วนะครับ,1637.898,1640.442
519,เราจะไปปรับมันจะยากแต่ว่ามันเป็นเครื่องคิดที่มี,1640.682,1643.539
520,กำไรอยู่แล้วเราต้องไปปรับปรุงเพื่อให้กำไรมันมากขึ้น,1643.539,1646.586
521,ไม่มีมาตรฐานมากขึ้นเนี่ย,1646.922,1648.794
522,แล้วก็,1650.378,1651.29
523,อืม,1652.202,1653.018
524,เราก็มองว่าสาเหตุที่ตัดสินใจซื้อ ทุกๆ ร้านไปดูเนี่ย,1653.066,1656.666
525,เราก็จะเห็นว่า เอ่อ มันยัง เรามีระดับที่แข่งขัน,1657.098,1660.45
526,ได้นะครับ เนื่องจากองค์ประวัตินักคอยพัฒน์เนี่ยสร้างมา,1660.45,1663.578
527,หมด 14 ปีแล้ว ก็มีฐานลูกค้า,1664.298,1666.65
528,ค่อนข้างมากแล้วก็อยู่กลางวงนะครับที่ดินเจ็ดไร่,1666.794,1670.298
529,นะครับ ขวามือเป็นโรงบาลมหานาตร นครสิทธิ์ ธรรมลา,1670.826,1673.884
530, สายมือ สงวน นครปัทม์,1673.884,1675.194
531,ไม่ต่างกับโรงพยาบาลกรมรีที่อยู่,1675.722,1678.259
532,ใกล้กับโรงพยาบาลศิริราชประมาณนั้น,1678.259,1681.05
533,เพราะฉะนั้นเนี่ยก็หมอก็ในระยะยาวเนี่ยมันมีศักยภาพ,1681.674,1685.658
534,เกิดอย่างงี้ 6 ตัวจังหวะเอง,1685.706,1688.058
535,ที่นครสิงห์ธรรมดาก็เป็นค่อนข้างจังหวัดใหญ่,1688.394,1690.866
536,แล้วเราก็มีแผนที่อยากจะเป็นโรงพยาบาล,1690.866,1693.338
537,ที่จะเฟ้อ เปิดเฟ้อ หลักกลุ่มนี้ท่านะครับ หลาย ๆ จังหวัด,1693.578,1697.466
7, Oh,1699.434,1700.25
538,ก็คิดว่าก็เลย,1700.682,1702.362
539,นะครับ จริงๆก็มีการได้เรียนเชิญบอกเราก็รอบซึ่งก็,1702.41,1705.914
8, very special,1705.962,1707.354
540,ไม่รู้,1707.69,1708.506
541,คุณท่านก็ให้คำแนะนำให้ความคิดเห็น,1708.938,1711.482
542,โอ๊สก็มั่นว่าในระยะ ไม่ต้องถึงกับ,1711.818,1714.32
543,การไปยาว เหมือนก็จะดีขึ้นเรื่อยๆ นะครับ,1714.32,1717.05
544,ข้อที่สามหลังๆ สินค้าออม,1719.402,1721.5030000000002
545,ใหม่ของเราดูไม่ปังและออกซ้ำ,1721.5030000000002,1723.8660000000002
546,เกิดปัญหาอะไรนะครับ,1724.778,1727.13
547,คือสินค้าออกใหม่มันก็ต้อง,1727.85,1730.177
548,ใช้เวลาในการค่อยๆสร้างมัน,1730.177,1732.794
549,ยกตัวอย่างเช่นโปรแกรมวูหรือลิซ่านะครับ,1733.514,1736.658
550, dsa พวกเนี้ยมันก็ต้องค่อยค่อยซ่ามาหรือก็,1736.658,1739.802
551,ไม่สามารถที่จะสร้างวันปีเดียวแล้วก็ขึ้นมานะครับ,1739.946,1743.738
552,ผมต้องค่อยๆ ดูกันไป,1744.17,1745.754
553,เรื่อยๆ นะครับ,1745.802,1746.714
554,แล้วก็จริงๆแล้วหลักการของเราก็คือเรา,1747.05,1749.378
555,ก็ต้องการไปพิสูจน์ตัวเองในโรงพยาบาล,1749.378,1751.706
556,ฉะนั้นสิ่งเหล่า,1751.85,1753.338
557,บางครั้งเราออกมาเนี่ยเราก็ต้องการไปเข้าโรงพยาบาล,1753.77,1757.036
558,อาจจะไม่ได้ทำ ฮะเกิดควันบางครั้งอาจจะต้อง,1757.036,1759.866
559,อาจจะดูแบบปังก็คือการยิงโฆษณาเยอะ,1760.298,1762.763
560,ๆ มันอาจจะดูปังแต่ว่ามันก็มีความเสี่ยง,1762.763,1765.434
561,มันก็ไม่อยากจะประหลาดระหว่าง,1765.77,1767.354
562,ความเสี่ยงกับการที่เราจะต้องไปเร่งมันให้คนรู้เร็วๆ,1767.978,1771.578
563,ก็จะต้องบรรลาพอสมควร,1771.722,1773.594
564,แต่เราต้องคิดว่าสินค้าออกใหม่ของเราก็อยู่ในระดับที่,1775.37,1779.066
565,ที่พอใจ,1779.498,1782.33
566,ไม่ว่าจะเป็นกลุ่มโฆษณาเศรษฐกิจโดยไม่ได้,1782.762,1786.074
567,หรือไม่ว่าจะเป็น,1786.89,1789.05
568,โอเค,1789.194,1790.202
569,อย่างเช่น กรุงยา อย่างเช่น เบลล่า คลาส,1790.25,1792.794
570,ก็ต้องใช้เวลานะครับ,1793.322,1795.674
571,เพราะว่าผู้นำตลาดสองแบรนด์เนี่ย,1796.202,1798.574
572,ก็ทำตลาดมานานผสมควรเลยครับ,1798.574,1801.242
573,แล้วก็คิดว่าในแง่ของคุณภาพเรา,1801.866,1804.146
574,เนี่ย ดีแน่นอนนะครับไม่ว่าจะเป็น,1804.146,1806.426
575,ในแง่ของตัวยา ในแง่ของ packaging,1806.762,1809.314
576, มุมมุ่งของอะไรต่างๆ,1809.314,1810.938
577,เรามองคำถามถัดไป เรา,1814.922,1817.005
578,มอง M&A อย่างไรบ้างช่วงนี้,1817.005,1819.386
579,ก็คิดว่าถ้าเอ่อ ก็จริงๆก็มีบริษัท,1820.202,1823.02
580,เยอะมากเหมือนกันนะครับ ที่มาเสนอให้เราเข้า,1823.02,1825.838
581,ไปถึงหุ้นบ้านแอบไปซื้อจิติการบ้านนะครับ,1825.838,1828.891
582,ตัวเองก็คิดว่าถ้ามันอยู่ในวิสัยทัศน์,1829.322,1831.885
583,ของบริษัทเราก็ต้องสนใจ,1831.885,1833.594
584,คือภัยตั้งวิสาหกิจของการพิจารณา,1834.314,1836.474
585,เป็นผู้นำเก็บทักษ์สุขภาพแบบ,1836.522,1838.532
586,พระองค์จอร์จทั้งสองคนแล้วก็ของ,1838.532,1840.794
587,สัตว์นะครับ ทั้งต้นน้ำเย็นไตน้ำ,1840.842,1843.29
588,คำถามถัดไปครับ,1844.49,1846.074
589,เรื่องขึ้นไปหน่อยครับ,1849.578,1851.642
590,เคลื่อนเคลื่อนเคลื่อนไปครับ,1853.61,1855.194
591,แนะนำว่าไปสะกวนแต่งตั้ง IR,1855.914,1859.13
592,ติดต่อสอบถามข้อมูลอะไรไม่ได้เลยครับ,1860.81,1863.546
593,ก็ยอมรับว่าตอนนี้เราบริษัท,1863.978,1866.426
594,ตัวเองไม่ได้บีไออาร์นะครับ,1866.474,1868.058
595,ก็คือการ outsource ให้กับ,1868.106,1870.266
596,ก็ใช้ฝันมือเงินการทำใหม่นะครับ,1870.41,1872.282
597,แต่คำแนะนำนี้ท้องใจว่าได้รับคำ,1872.714,1875.064
598, เอ่อ คอมเมนต์อยู่เรื่อยๆ เนี่ยครับ ก็,1875.064,1876.986
599,เพราะน้องบับนะครับ เขาคิดว่าเราก็มี,1877.13,1879.357
600,การพิจารณญาณอยู่ว่าเราน่าจะมี IR,1879.357,1881.7860000000005
601,สองวิสาหกรรมในปีหน้านะครับ,1882.506,1885.53
602,อันนี้เราก็กำลังจะหัก เออ หลับ,1887.786,1890.234
603,วันนี้ฉันมาทำ IR ของบริษัทอยู่นะครับ,1893.258,1895.898
604,ผลการดำเนินงานช่วง Q3 แล้วแนวโน้ม Q4 เป็นอย่าง,1898.346,1902.113
605,ไรบ้าง อันนี้ผมพูดเท่าที่พอจะพูดได้นะครับ,1902.113,1906.17
606,ไม่ให้ผิดระเบียบนะครับ,1906.314,1908.762
607,คือแนวโน้มนะครับ คือจริงๆ เรารายได้กำไรเราคิดว่า,1909.194,1913.178
608,ที่เราจะเกิดขึ้นในคิวสามคิวสี่จะ,1913.802,1916.167
609,เหมือนคิวหนึ่งนะครับ จริงๆ แล้วมันก็คือ ยัง,1916.167,1918.746
9, The Crown.,1918.986,1920.186
610,แล้วทำอะไรจริงๆแล้วมันก็ใกล้เคียงกับ,1920.426,1923.162
611,น่าสม่วนไปม้าหนึ่งแบบประเด็นนั้นจะอยู่ที่,1923.786,1926.426
612,เราจะดึงเงินกำไรไปยิงโฆษณามากน้อยแค่ไหน,1927.242,1930.458
613,ก็น่าจะเป็นตัวที่สำคัญนะครับ,1931.466,1934.298
614,เราก็อยากจะโชว์ให้เห็นว่าถ้าเราเอาค่าโฆษณาเนี่ย,1935.018,1938.618
615,กลับเข้าไปเนี่ย จริงๆแล้วก็ไม่ มันควรจะ,1938.762,1940.946
616,เป็นแบบนี้ แต่เราจำเป็นที่จะต้องเอาเงิน,1940.946,1943.13
617,ไปสร้างแบรนด์นะครับ,1943.178,1944.666
618,เพราะว่าแบรนด์ทลเซตามอลต่างๆที่ด่งดัง,1945.098,1948.116
619,มาเนี่ยก็เกิดจากการบินโฆษณา เป็นการรับรู้,1948.116,1951.386
620,ค่อนข้างมากนะครับนึกว่าจะสื่อทีวีสื่อ,1951.722,1954.842
10, With you.,1955.37,1956.378
621,คือแม้กระทั่งในโรงหนังอะไร,1957.098,1959.393
622, whatever เนี่ยค่อนข้างจะ,1959.393,1961.178
623,คือแจ้งพอสมควรนะครับ,1961.706,1963.386
624,แต่ก็อยากจะบอกนักลงทุนมากนะเชื่อมั่นในคำว่าเป็นราคา,1964.01,1967.443
